"id","product","review","category"
"2876","Vegetable Seeds Mix","Great variety of seeds","all germinated well and grew strong!"""""
"2877","Organic Pesticide","Fantastic product! My farm is completely pest free now.""""","pesticide"
"2878","Crop Protection Net","Excellent protection from birds! Highly recommend to every farmer.""""","other"
"2879","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"2880","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"2881","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"2882","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"2883","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"2884","Tomato Seeds","Best tomato seeds I have ever used","great germination rate!"""""
"2885","Tomato Seeds","Best tomato seeds I have ever used","great germination rate!"""""
"2886","Wheat Seeds","The wheat seeds gave an excellent yield this season","very happy!"""""
"2887","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"2888","Vegetable Seeds Mix","Great variety of seeds","all germinated well and grew strong!"""""
"2889","Sprinkler System","Average system","water pressure could be better."""""
"2890","Greenhouse Net","Perfect greenhouse net","excellent build quality and easy to install."""""
"2891","Tomato Seeds","Best tomato seeds I have ever used","great germination rate!"""""
"2892","Crop Protection Net","Excellent protection from birds! Highly recommend to every farmer.""""","other"
"2893","Greenhouse Net","Perfect greenhouse net","excellent build quality and easy to install."""""
"2894","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"2895","Vegetable Seeds Mix","Great variety of seeds","all germinated well and grew strong!"""""
"2896","Neem Oil Spray","Superb organic solution","completely eliminated pests without chemicals!"""""
"2897","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"2898","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"2899","Drip Tape","The drip tape leaked after one week","not worth the price."""""
"2900","Vegetable Seeds Mix","Great variety of seeds","all germinated well and grew strong!"""""
"2901","Vegetable Seeds Mix","Great variety of seeds","all germinated well and grew strong!"""""
"2902","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"2903","Neem Oil Spray","Superb organic solution","completely eliminated pests without chemicals!"""""
"2904","Vegetable Seeds Mix","Great variety of seeds","all germinated well and grew strong!"""""
"2905","Sprinkler System","Average system","water pressure could be better."""""
"2906","Vegetable Seeds Mix","Great variety of seeds","all germinated well and grew strong!"""""
"2907","Crop Protection Net","Excellent protection from birds! Highly recommend to every farmer.""""","other"
"2908","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"2909","Crop Protection Net","Excellent protection from birds! Highly recommend to every farmer.""""","other"
"2910","Neem Oil Spray","Superb organic solution","completely eliminated pests without chemicals!"""""
"2911","Sprinkler System","Average system","water pressure could be better."""""
"2912","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"2913","Tomato Seeds","Best tomato seeds I have ever used","great germination rate!"""""
"2914","Tomato Seeds","Best tomato seeds I have ever used","great germination rate!"""""
"2915","Neem Oil Spray","Superb organic solution","completely eliminated pests without chemicals!"""""
"2916","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"2917","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"2918","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"2919","Vegetable Seeds Mix","Great variety of seeds","all germinated well and grew strong!"""""
"2920","Wheat Seeds","The wheat seeds gave an excellent yield this season","very happy!"""""
"2921","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"2922","Organic Pesticide","Fantastic product! My farm is completely pest free now.""""","pesticide"
"2923","Wheat Seeds","The wheat seeds gave an excellent yield this season","very happy!"""""
"2924","Crop Protection Net","Excellent protection from birds! Highly recommend to every farmer.""""","other"
"2925","Soil Testing Kit","Good quality kit","easy to use and accurate results."""""
"2926","Solar Water Pump","Amazing solar pump","saves electricity and works perfectly all day."""""
"2927","Crop Protection Net","Excellent protection from birds! Highly recommend to every farmer.""""","other"
"2928","Tomato Seeds","Best tomato seeds I have ever used","great germination rate!"""""
"2929","Solar Water Pump","Amazing solar pump","saves electricity and works perfectly all day."""""
"2930","Organic Pesticide","Fantastic product! My farm is completely pest free now.""""","pesticide"
"2931","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"2932","Organic Pesticide","Fantastic product! My farm is completely pest free now.""""","pesticide"
"2933","Organic Pesticide","Fantastic product! My farm is completely pest free now.""""","pesticide"
"2934","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"2935","Organic Pesticide","Fantastic product! My farm is completely pest free now.""""","pesticide"
"2936","Greenhouse Net","Perfect greenhouse net","excellent build quality and easy to install."""""
"2937","Vegetable Seeds Mix","Great variety of seeds","all germinated well and grew strong!"""""
"2938","Neem Oil Spray","Superb organic solution","completely eliminated pests without chemicals!"""""
"2939","Organic Pesticide","Fantastic product! My farm is completely pest free now.""""","pesticide"
"2940","Wheat Seeds","The wheat seeds gave an excellent yield this season","very happy!"""""
"2941","Soil Testing Kit","Good quality kit","easy to use and accurate results."""""
"2942","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"2943","Organic Pesticide","Fantastic product! My farm is completely pest free now.""""","pesticide"
"2944","Solar Water Pump","Amazing solar pump","saves electricity and works perfectly all day."""""
"2945","Wheat Seeds","The wheat seeds gave an excellent yield this season","very happy!"""""
"2946","Neem Oil Spray","Superb organic solution","completely eliminated pests without chemicals!"""""
"2947","Greenhouse Net","Perfect greenhouse net","excellent build quality and easy to install."""""
"2948","Tomato Seeds","Best tomato seeds I have ever used","great germination rate!"""""
"2949","Solar Water Pump","Amazing solar pump","saves electricity and works perfectly all day."""""
"2950","Soil Testing Kit","Good quality kit","easy to use and accurate results."""""
"2951","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"2952","Wheat Seeds","The wheat seeds gave an excellent yield this season","very happy!"""""
"2953","Soil Testing Kit","Good quality kit","easy to use and accurate results."""""
"2954","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"2955","Vegetable Seeds Mix","Great variety of seeds","all germinated well and grew strong!"""""
"2956","Crop Protection Net","Excellent protection from birds! Highly recommend to every farmer.""""","other"
"2957","Wheat Seeds","The wheat seeds gave an excellent yield this season","very happy!"""""
"2958","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"2959","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"2960","Tomato Seeds","Best tomato seeds I have ever used","great germination rate!"""""
"2961","Tomato Seeds","Best tomato seeds I have ever used","great germination rate!"""""
"2962","Sprinkler System","Average system","water pressure could be better."""""
"2963","Soil Testing Kit","Good quality kit","easy to use and accurate results."""""
"2964","Greenhouse Net","Perfect greenhouse net","excellent build quality and easy to install."""""
"2965","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"2966","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"2967","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"2968","Vegetable Seeds Mix","Great variety of seeds","all germinated well and grew strong!"""""
"2969","Vegetable Seeds Mix","Great variety of seeds","all germinated well and grew strong!"""""
"2970","Crop Protection Net","Excellent protection from birds! Highly recommend to every farmer.""""","other"
"2971","Wheat Seeds","The wheat seeds gave an excellent yield this season","very happy!"""""
"2972","Organic Pesticide","Fantastic product! My farm is completely pest free now.""""","pesticide"
"2973","Soil Testing Kit","Good quality kit","easy to use and accurate results."""""
"2974","Sprinkler System","Average system","water pressure could be better."""""
"2975","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"2976","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"2977","Sprinkler System","Average system","water pressure could be better."""""
"2978","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"2979","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"2980","Soil Testing Kit","Good quality kit","easy to use and accurate results."""""
"2981","Vegetable Seeds Mix","Great variety of seeds","all germinated well and grew strong!"""""
"2982","Soil Testing Kit","Good quality kit","easy to use and accurate results."""""
"2983","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"2984","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"2985","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"2986","Vegetable Seeds Mix","Great variety of seeds","all germinated well and grew strong!"""""
"2987","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"2988","Tomato Seeds","Best tomato seeds I have ever used","great germination rate!"""""
"2989","Neem Oil Spray","Superb organic solution","completely eliminated pests without chemicals!"""""
"2990","Organic Pesticide","Fantastic product! My farm is completely pest free now.""""","pesticide"
"2991","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"2992","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"2993","Crop Protection Net","Excellent protection from birds! Highly recommend to every farmer.""""","other"
"2994","Greenhouse Net","Perfect greenhouse net","excellent build quality and easy to install."""""
"2995","Sprinkler System","Average system","water pressure could be better."""""
"2996","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"2997","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"2998","Soil Testing Kit","Good quality kit","easy to use and accurate results."""""
"2999","Tomato Seeds","Best tomato seeds I have ever used","great germination rate!"""""
"3000","Organic Pesticide","Fantastic product! My farm is completely pest free now.""""","pesticide"
"3001","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"3002","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"3003","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"3004","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"3005","Soil Testing Kit","Good quality kit","easy to use and accurate results."""""
"3006","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"3007","Solar Water Pump","Amazing solar pump","saves electricity and works perfectly all day."""""
"3008","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"3009","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"3010","Wheat Seeds","The wheat seeds gave an excellent yield this season","very happy!"""""
"3011","Solar Water Pump","Amazing solar pump","saves electricity and works perfectly all day."""""
"3012","Neem Oil Spray","Superb organic solution","completely eliminated pests without chemicals!"""""
"3013","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"3014","Sprinkler System","Average system","water pressure could be better."""""
"3015","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"3016","Solar Water Pump","Amazing solar pump","saves electricity and works perfectly all day."""""
"3017","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"3018","Sprinkler System","Average system","water pressure could be better."""""
"3019","Sprinkler System","Average system","water pressure could be better."""""
"3020","Solar Water Pump","Amazing solar pump","saves electricity and works perfectly all day."""""
"3021","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"3022","Vegetable Seeds Mix","Great variety of seeds","all germinated well and grew strong!"""""
"3023","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"3024","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"3025","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"3026","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"3027","Vegetable Seeds Mix","Great variety of seeds","all germinated well and grew strong!"""""
"3028","Greenhouse Net","Perfect greenhouse net","excellent build quality and easy to install."""""
"3029","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"3030","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"3031","Organic Pesticide","Fantastic product! My farm is completely pest free now.""""","pesticide"
"3032","Compost Manure","Terrible quality manure","waste of money."""""
"3033","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"3034","Solar Water Pump","Amazing solar pump","saves electricity and works perfectly all day."""""
"3035","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"3036","Solar Water Pump","Amazing solar pump","saves electricity and works perfectly all day."""""
"3037","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"3038","Sprinkler System","Average system","water pressure could be better."""""
"3039","Greenhouse Net","Perfect greenhouse net","excellent build quality and easy to install."""""
"3040","Vegetable Seeds Mix","Great variety of seeds","all germinated well and grew strong!"""""
"3041","Tomato Seeds","Best tomato seeds I have ever used","great germination rate!"""""
"3042","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"3043","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"3044","Organic Pesticide","Fantastic product! My farm is completely pest free now.""""","pesticide"
"3045","Solar Water Pump","Amazing solar pump","saves electricity and works perfectly all day."""""
"3046","Solar Water Pump","Amazing solar pump","saves electricity and works perfectly all day."""""
"3047","Solar Water Pump","Amazing solar pump","saves electricity and works perfectly all day."""""
"3048","Organic Pesticide","Fantastic product! My farm is completely pest free now.""""","pesticide"
"3049","Organic Pesticide","Fantastic product! My farm is completely pest free now.""""","pesticide"
"3050","Vegetable Seeds Mix","Great variety of seeds","all germinated well and grew strong!"""""
"3051","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"3052","Solar Water Pump","Amazing solar pump","saves electricity and works perfectly all day."""""
"3053","Drip Tape","The drip tape leaked after one week","not worth the price."""""
"3054","Greenhouse Net","Perfect greenhouse net","excellent build quality and easy to install."""""
"3055","Solar Water Pump","Amazing solar pump","saves electricity and works perfectly all day."""""
"3056","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"3057","Solar Water Pump","Amazing solar pump","saves electricity and works perfectly all day."""""
"3058","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"3059","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"3060","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"3061","Solar Water Pump","Amazing solar pump","saves electricity and works perfectly all day."""""
"3062","Greenhouse Net","Perfect greenhouse net","excellent build quality and easy to install."""""
"3063","Neem Oil Spray","Superb organic solution","completely eliminated pests without chemicals!"""""
"3064","Wheat Seeds","The wheat seeds gave an excellent yield this season","very happy!"""""
"3065","Sprinkler System","Average system","water pressure could be better."""""
"3066","Solar Water Pump","Amazing solar pump","saves electricity and works perfectly all day."""""
"3067","Drip Tape","The drip tape leaked after one week","not worth the price."""""
"3068","Neem Oil Spray","Superb organic solution","completely eliminated pests without chemicals!"""""
"3069","Greenhouse Net","Perfect greenhouse net","excellent build quality and easy to install."""""
"3070","Wheat Seeds","The wheat seeds gave an excellent yield this season","very happy!"""""
"3071","Neem Oil Spray","Superb organic solution","completely eliminated pests without chemicals!"""""
"3072","Tomato Seeds","Best tomato seeds I have ever used","great germination rate!"""""
"3073","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"3074","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"3075","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"3076","Vegetable Seeds Mix","Great variety of seeds","all germinated well and grew strong!"""""
"3077","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"3078","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"3079","Vegetable Seeds Mix","Great variety of seeds","all germinated well and grew strong!"""""
"3080","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"3081","Vegetable Seeds Mix","Great variety of seeds","all germinated well and grew strong!"""""
"3082","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"3083","Sprinkler System","Average system","water pressure could be better."""""
"3084","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"3085","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"3086","Tomato Seeds","Best tomato seeds I have ever used","great germination rate!"""""
"3087","Vegetable Seeds Mix","Great variety of seeds","all germinated well and grew strong!"""""
"3088","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"3089","Vegetable Seeds Mix","Great variety of seeds","all germinated well and grew strong!"""""
"3090","Crop Protection Net","Excellent protection from birds! Highly recommend to every farmer.""""","other"
"3091","Soil Testing Kit","Good quality kit","easy to use and accurate results."""""
"3092","Organic Pesticide","Fantastic product! My farm is completely pest free now.""""","pesticide"
"3093","Soil Testing Kit","Good quality kit","easy to use and accurate results."""""
"3094","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"3095","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"3096","Tomato Seeds","Best tomato seeds I have ever used","great germination rate!"""""
"3097","Soil Testing Kit","Good quality kit","easy to use and accurate results."""""
"3098","Wheat Seeds","The wheat seeds gave an excellent yield this season","very happy!"""""
"3099","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"3100","Greenhouse Net","Perfect greenhouse net","excellent build quality and easy to install."""""
"3101","Drip Tape","The drip tape leaked after one week","not worth the price."""""
"3102","Soil Testing Kit","Good quality kit","easy to use and accurate results."""""
"3103","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"3104","Greenhouse Net","Perfect greenhouse net","excellent build quality and easy to install."""""
"3105","Soil Testing Kit","Good quality kit","easy to use and accurate results."""""
"3106","Organic Pesticide","Fantastic product! My farm is completely pest free now.""""","pesticide"
"3107","Vegetable Seeds Mix","Great variety of seeds","all germinated well and grew strong!"""""
"3108","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"3109","Neem Oil Spray","Superb organic solution","completely eliminated pests without chemicals!"""""
"3110","Vegetable Seeds Mix","Great variety of seeds","all germinated well and grew strong!"""""
"3111","Tomato Seeds","Best tomato seeds I have ever used","great germination rate!"""""
"3112","Compost Manure","Terrible quality manure","waste of money."""""
"3113","Organic Pesticide","Fantastic product! My farm is completely pest free now.""""","pesticide"
"3114","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"3115","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"3116","Crop Protection Net","Excellent protection from birds! Highly recommend to every farmer.""""","other"
"3117","Crop Protection Net","Excellent protection from birds! Highly recommend to every farmer.""""","other"
"3118","Compost Manure","Terrible quality manure","waste of money."""""
"3119","Greenhouse Net","Perfect greenhouse net","excellent build quality and easy to install."""""
"3120","Sprinkler System","Average system","water pressure could be better."""""
"3121","Organic Pesticide","Fantastic product! My farm is completely pest free now.""""","pesticide"
"3122","Sprinkler System","Average system","water pressure could be better."""""
"3123","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"3124","Crop Protection Net","Excellent protection from birds! Highly recommend to every farmer.""""","other"
"3125","Wheat Seeds","The wheat seeds gave an excellent yield this season","very happy!"""""
"3126","Greenhouse Net","Perfect greenhouse net","excellent build quality and easy to install."""""
"3127","Compost Manure","Terrible quality manure","waste of money."""""
"3128","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"3129","Tomato Seeds","Best tomato seeds I have ever used","great germination rate!"""""
"3130","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"3131","Tomato Seeds","Best tomato seeds I have ever used","great germination rate!"""""
"3132","Neem Oil Spray","Superb organic solution","completely eliminated pests without chemicals!"""""
"3133","Soil Testing Kit","Good quality kit","easy to use and accurate results."""""
"3134","Greenhouse Net","Perfect greenhouse net","excellent build quality and easy to install."""""
"3135","Sprinkler System","Average system","water pressure could be better."""""
"3136","Soil Testing Kit","Good quality kit","easy to use and accurate results."""""
"3137","Soil Testing Kit","Good quality kit","easy to use and accurate results."""""
"3138","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"3139","Vegetable Seeds Mix","Great variety of seeds","all germinated well and grew strong!"""""
"3140","Organic Pesticide","Fantastic product! My farm is completely pest free now.""""","pesticide"
"3141","Vegetable Seeds Mix","Great variety of seeds","all germinated well and grew strong!"""""
"3142","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"3143","Crop Protection Net","Excellent protection from birds! Highly recommend to every farmer.""""","other"
"3144","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"3145","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"3146","Solar Water Pump","Amazing solar pump","saves electricity and works perfectly all day."""""
"3147","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"3148","Potassium Fertilizer","Didn't see any improvement in crop growth at all.""""","fertilizer"
"3149","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"3150","Organic Pesticide","Fantastic product! My farm is completely pest free now.""""","pesticide"
"3151","Solar Water Pump","Amazing solar pump","saves electricity and works perfectly all day."""""
"3152","Tomato Seeds","Best tomato seeds I have ever used","great germination rate!"""""
"3153","Vegetable Seeds Mix","Great variety of seeds","all germinated well and grew strong!"""""
"3154","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"3155","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"3156","Wheat Seeds","The wheat seeds gave an excellent yield this season","very happy!"""""
"3157","Solar Water Pump","Amazing solar pump","saves electricity and works perfectly all day."""""
"3158","Neem Oil Spray","Superb organic solution","completely eliminated pests without chemicals!"""""
"3159","Sprinkler System","Average system","water pressure could be better."""""
"3160","Sprinkler System","Average system","water pressure could be better."""""
"3161","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"3162","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"3163","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"3164","Neem Oil Spray","Superb organic solution","completely eliminated pests without chemicals!"""""
"3165","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"3166","Sprinkler System","Average system","water pressure could be better."""""
"3167","Tomato Seeds","Best tomato seeds I have ever used","great germination rate!"""""
"3168","Organic Pesticide","Fantastic product! My farm is completely pest free now.""""","pesticide"
"3169","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"3170","Paddy Seeds","Paddy seeds had very low germination. Extremely disappointed.""""","seeds"
"3171","Sprinkler System","Average system","water pressure could be better."""""
"3172","Wheat Seeds","The wheat seeds gave an excellent yield this season","very happy!"""""
"3173","Organic Pesticide","Fantastic product! My farm is completely pest free now.""""","pesticide"
"3174","Vegetable Seeds Mix","Great variety of seeds","all germinated well and grew strong!"""""
"3175","Wheat Seeds","The wheat seeds gave an excellent yield this season","very happy!"""""
"3176","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"3177","Organic Pesticide","Fantastic product! My farm is completely pest free now.""""","pesticide"
"3178","Solar Water Pump","Amazing solar pump","saves electricity and works perfectly all day."""""
"3179","Sprinkler System","Average system","water pressure could be better."""""
"3180","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"3181","Organic Pesticide","Fantastic product! My farm is completely pest free now.""""","pesticide"
"3182","Organic Pesticide","Fantastic product! My farm is completely pest free now.""""","pesticide"
"3183","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"3184","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"3185","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"3186","Sprinkler System","Average system","water pressure could be better."""""
"3187","Tomato Seeds","Best tomato seeds I have ever used","great germination rate!"""""
"3188","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"3189","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"3190","Neem Oil Spray","Superb organic solution","completely eliminated pests without chemicals!"""""
"3191","Neem Oil Spray","Superb organic solution","completely eliminated pests without chemicals!"""""
"3192","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"3193","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"3194","Neem Oil Spray","Superb organic solution","completely eliminated pests without chemicals!"""""
"3195","Organic Pesticide","Fantastic product! My farm is completely pest free now.""""","pesticide"
"3196","Greenhouse Net","Perfect greenhouse net","excellent build quality and easy to install."""""
"3197","Organic Pesticide","Fantastic product! My farm is completely pest free now.""""","pesticide"
"3198","Neem Oil Spray","Superb organic solution","completely eliminated pests without chemicals!"""""
"3199","Sprinkler System","Average system","water pressure could be better."""""
"3200","Greenhouse Net","Perfect greenhouse net","excellent build quality and easy to install."""""
"3201","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"3202","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"3203","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"3204","Vegetable Seeds Mix","Great variety of seeds","all germinated well and grew strong!"""""
"3205","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"3206","Wheat Seeds","The wheat seeds gave an excellent yield this season","very happy!"""""
"3207","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"3208","Crop Protection Net","Excellent protection from birds! Highly recommend to every farmer.""""","other"
"3209","Tomato Seeds","Best tomato seeds I have ever used","great germination rate!"""""
"3210","Wheat Seeds","The wheat seeds gave an excellent yield this season","very happy!"""""
"3211","Vegetable Seeds Mix","Great variety of seeds","all germinated well and grew strong!"""""
"3212","Wheat Seeds","The wheat seeds gave an excellent yield this season","very happy!"""""
"3213","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"3214","Soil Testing Kit","Good quality kit","easy to use and accurate results."""""
"3215","Wheat Seeds","The wheat seeds gave an excellent yield this season","very happy!"""""
"3216","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"3217","Vegetable Seeds Mix","Great variety of seeds","all germinated well and grew strong!"""""
"3218","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"3219","Paddy Seeds","Paddy seeds had very low germination. Extremely disappointed.""""","seeds"
"3220","Vegetable Seeds Mix","Great variety of seeds","all germinated well and grew strong!"""""
"3221","Potassium Fertilizer","Didn't see any improvement in crop growth at all.""""","fertilizer"
"3222","Neem Oil Spray","Superb organic solution","completely eliminated pests without chemicals!"""""
"3223","Wheat Seeds","The wheat seeds gave an excellent yield this season","very happy!"""""
"3224","Crop Protection Net","Excellent protection from birds! Highly recommend to every farmer.""""","other"
"3225","Sprinkler System","Average system","water pressure could be better."""""
"3226","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"3227","Greenhouse Net","Perfect greenhouse net","excellent build quality and easy to install."""""
"3228","Sprinkler System","Average system","water pressure could be better."""""
"3229","Tomato Seeds","Best tomato seeds I have ever used","great germination rate!"""""
"3230","Greenhouse Net","Perfect greenhouse net","excellent build quality and easy to install."""""
"3231","Organic Pesticide","Fantastic product! My farm is completely pest free now.""""","pesticide"
"3232","Tomato Seeds","Best tomato seeds I have ever used","great germination rate!"""""
"3233","Tomato Seeds","Best tomato seeds I have ever used","great germination rate!"""""
"3234","Sprinkler System","Average system","water pressure could be better."""""
"3235","Wheat Seeds","The wheat seeds gave an excellent yield this season","very happy!"""""
"3236","Organic Pesticide","Fantastic product! My farm is completely pest free now.""""","pesticide"
"3237","Vegetable Seeds Mix","Great variety of seeds","all germinated well and grew strong!"""""
"3238","Crop Protection Net","Excellent protection from birds! Highly recommend to every farmer.""""","other"
"3239","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"3240","Soil Testing Kit","Good quality kit","easy to use and accurate results."""""
"3241","Sprinkler System","Average system","water pressure could be better."""""
"3242","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"3243","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"3244","Hybrid Rice Seeds","The rice seeds did not germinate properly","very disappointed."""""
