"id","product","review","category"
"795","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"796","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"797","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"798","Solar Water Pump","Amazing solar pump","saves electricity and works perfectly all day."""""
"799","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"800","Sprinkler System","Average system","water pressure could be better."""""
"801","Potassium Fertilizer","Didn't see any improvement in crop growth at all.""""","fertilizer"
"802","Sprinkler System","Average system","water pressure could be better."""""
"803","Greenhouse Net","Perfect greenhouse net","excellent build quality and easy to install."""""
"804","Organic Pesticide","Fantastic product! My farm is completely pest free now.""""","pesticide"
"805","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"806","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"807","Sprinkler System","Average system","water pressure could be better."""""
"808","Sprinkler System","Average system","water pressure could be better."""""
"809","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"810","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"811","Paddy Seeds","Paddy seeds had very low germination. Extremely disappointed.""""","seeds"
"812","Sprinkler System","Average system","water pressure could be better."""""
"813","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"814","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"815","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"816","Sprinkler System","Average system","water pressure could be better."""""
"817","Neem Oil Spray","Superb organic solution","completely eliminated pests without chemicals!"""""
"818","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"819","Greenhouse Net","Perfect greenhouse net","excellent build quality and easy to install."""""
"820","Crop Protection Net","Excellent protection from birds! Highly recommend to every farmer.""""","other"
"821","Hybrid Rice Seeds","The rice seeds did not germinate properly","very disappointed."""""
"822","Sprinkler System","Average system","water pressure could be better."""""
"823","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"824","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"825","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"826","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"827","Greenhouse Net","Perfect greenhouse net","excellent build quality and easy to install."""""
"828","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"829","Neem Oil Spray","Superb organic solution","completely eliminated pests without chemicals!"""""
"830","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"831","Fertilizer NPK","The fertilizer completely burned my crops","total loss."""""
"832","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"833","Sprinkler System","Average system","water pressure could be better."""""
"834","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"835","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"836","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"837","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"838","Sprinkler System","Average system","water pressure could be better."""""
"839","Tomato Seeds","Best tomato seeds I have ever used","great germination rate!"""""
"840","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"841","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"842","Sprinkler System","Average system","water pressure could be better."""""
"843","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"844","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"845","Sprinkler System","Average system","water pressure could be better."""""
"846","Drip Tape","The drip tape leaked after one week","not worth the price."""""
"847","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"848","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"849","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"850","Sprinkler System","Average system","water pressure could be better."""""
"851","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"852","Sprinkler System","Average system","water pressure could be better."""""
"853","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"854","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"855","Organic Pesticide","Fantastic product! My farm is completely pest free now.""""","pesticide"
"856","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"857","Sprinkler System","Average system","water pressure could be better."""""
"858","Greenhouse Net","Perfect greenhouse net","excellent build quality and easy to install."""""
"859","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"860","Vegetable Seeds Mix","Great variety of seeds","all germinated well and grew strong!"""""
"861","Neem Oil Spray","Superb organic solution","completely eliminated pests without chemicals!"""""
"862","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"863","Sprinkler System","Average system","water pressure could be better."""""
"864","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"865","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"866","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"867","Sprinkler System","Average system","water pressure could be better."""""
"868","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"869","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"870","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"871","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"872","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"873","Solar Water Pump","Amazing solar pump","saves electricity and works perfectly all day."""""
"874","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"875","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"876","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"877","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"878","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"879","Paddy Seeds","Paddy seeds had very low germination. Extremely disappointed.""""","seeds"
"880","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"881","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"882","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"883","Sprinkler System","Average system","water pressure could be better."""""
"884","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"885","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"886","Potassium Fertilizer","Didn't see any improvement in crop growth at all.""""","fertilizer"
"887","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"888","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"889","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"890","Soil Testing Kit","Good quality kit","easy to use and accurate results."""""
"891","Wheat Seeds","The wheat seeds gave an excellent yield this season","very happy!"""""
"892","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"893","Paddy Seeds","Paddy seeds had very low germination. Extremely disappointed.""""","seeds"
"894","Sprinkler System","Average system","water pressure could be better."""""
"895","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"896","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"897","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"898","Crop Protection Net","Excellent protection from birds! Highly recommend to every farmer.""""","other"
"899","Fertilizer NPK","The fertilizer completely burned my crops","total loss."""""
"900","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"901","Organic Pesticide","Fantastic product! My farm is completely pest free now.""""","pesticide"
"902","Organic Pesticide","Fantastic product! My farm is completely pest free now.""""","pesticide"
"903","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"904","Vegetable Seeds Mix","Great variety of seeds","all germinated well and grew strong!"""""
"905","Organic Pesticide","Fantastic product! My farm is completely pest free now.""""","pesticide"
"906","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"907","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"908","Sprinkler System","Average system","water pressure could be better."""""
"909","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"910","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"911","Sprinkler System","Average system","water pressure could be better."""""
"912","Tomato Seeds","Best tomato seeds I have ever used","great germination rate!"""""
"913","Crop Protection Net","Excellent protection from birds! Highly recommend to every farmer.""""","other"
"914","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"915","Sprinkler System","Average system","water pressure could be better."""""
"916","Sprinkler System","Average system","water pressure could be better."""""
"917","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"918","Sprinkler System","Average system","water pressure could be better."""""
"919","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"920","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"921","Soil Testing Kit","Good quality kit","easy to use and accurate results."""""
"922","Wheat Seeds","The wheat seeds gave an excellent yield this season","very happy!"""""
"923","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"924","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"925","Crop Protection Net","Excellent protection from birds! Highly recommend to every farmer.""""","other"
"926","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"927","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"928","Sprinkler System","Average system","water pressure could be better."""""
"929","Vegetable Seeds Mix","Great variety of seeds","all germinated well and grew strong!"""""
"930","Soil Testing Kit","Good quality kit","easy to use and accurate results."""""
"931","Neem Oil Spray","Superb organic solution","completely eliminated pests without chemicals!"""""
"932","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"933","Solar Water Pump","Amazing solar pump","saves electricity and works perfectly all day."""""
"934","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"935","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"936","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"937","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"938","Crop Protection Net","Excellent protection from birds! Highly recommend to every farmer.""""","other"
"939","Sprinkler System","Average system","water pressure could be better."""""
"940","Sprinkler System","Average system","water pressure could be better."""""
"941","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"942","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"943","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"944","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"945","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"946","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"947","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"948","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"949","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"950","Soil Testing Kit","Good quality kit","easy to use and accurate results."""""
"951","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"952","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"953","Sprinkler System","Average system","water pressure could be better."""""
"954","Sprinkler System","Average system","water pressure could be better."""""
"955","Solar Water Pump","Amazing solar pump","saves electricity and works perfectly all day."""""
"956","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"957","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"958","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"959","Vegetable Seeds Mix","Great variety of seeds","all germinated well and grew strong!"""""
"960","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"961","Sprinkler System","Average system","water pressure could be better."""""
"962","Compost Manure","Terrible quality manure","waste of money."""""
"963","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"964","Sprinkler System","Average system","water pressure could be better."""""
"965","Soil Testing Kit","Good quality kit","easy to use and accurate results."""""
"966","Greenhouse Net","Perfect greenhouse net","excellent build quality and easy to install."""""
"967","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"968","Organic Pesticide","Fantastic product! My farm is completely pest free now.""""","pesticide"
"969","Hybrid Rice Seeds","The rice seeds did not germinate properly","very disappointed."""""
"970","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"971","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"972","Potassium Fertilizer","Didn't see any improvement in crop growth at all.""""","fertilizer"
"973","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"974","Sprinkler System","Average system","water pressure could be better."""""
"975","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"976","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"977","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"978","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"979","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"980","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"981","Greenhouse Net","Perfect greenhouse net","excellent build quality and easy to install."""""
"982","Sprinkler System","Average system","water pressure could be better."""""
"983","Wheat Seeds","The wheat seeds gave an excellent yield this season","very happy!"""""
"984","Tomato Seeds","Best tomato seeds I have ever used","great germination rate!"""""
"985","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"986","Sprinkler System","Average system","water pressure could be better."""""
"987","Soil Testing Kit","Good quality kit","easy to use and accurate results."""""
"988","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"989","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"990","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"991","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"992","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"993","Soil Testing Kit","Good quality kit","easy to use and accurate results."""""
"994","Sprinkler System","Average system","water pressure could be better."""""
"995","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"996","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"997","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"998","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"999","Organic Pesticide","Fantastic product! My farm is completely pest free now.""""","pesticide"
"1000","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1001","Neem Oil Spray","Superb organic solution","completely eliminated pests without chemicals!"""""
"1002","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1003","Compost Manure","Terrible quality manure","waste of money."""""
"1004","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1005","Potassium Fertilizer","Didn't see any improvement in crop growth at all.""""","fertilizer"
"1006","Sprinkler System","Average system","water pressure could be better."""""
"1007","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1008","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1009","Potassium Fertilizer","Didn't see any improvement in crop growth at all.""""","fertilizer"
"1010","Sprinkler System","Average system","water pressure could be better."""""
"1011","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1012","Hybrid Rice Seeds","The rice seeds did not germinate properly","very disappointed."""""
"1013","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1014","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1015","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1016","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1017","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1018","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1019","Tomato Seeds","Best tomato seeds I have ever used","great germination rate!"""""
"1020","Neem Oil Spray","Superb organic solution","completely eliminated pests without chemicals!"""""
"1021","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1022","Sprinkler System","Average system","water pressure could be better."""""
"1023","Sprinkler System","Average system","water pressure could be better."""""
"1024","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1025","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1026","Sprinkler System","Average system","water pressure could be better."""""
"1027","Sprinkler System","Average system","water pressure could be better."""""
"1028","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1029","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1030","Vegetable Seeds Mix","Great variety of seeds","all germinated well and grew strong!"""""
"1031","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1032","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1033","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1034","Hybrid Rice Seeds","The rice seeds did not germinate properly","very disappointed."""""
"1035","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1036","Crop Protection Net","Excellent protection from birds! Highly recommend to every farmer.""""","other"
"1037","Sprinkler System","Average system","water pressure could be better."""""
"1038","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1039","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1040","Tomato Seeds","Best tomato seeds I have ever used","great germination rate!"""""
"1041","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1042","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1043","Sprinkler System","Average system","water pressure could be better."""""
"1044","Soil Testing Kit","Good quality kit","easy to use and accurate results."""""
"1045","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1046","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1047","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1048","Vegetable Seeds Mix","Great variety of seeds","all germinated well and grew strong!"""""
"1049","Sprinkler System","Average system","water pressure could be better."""""
"1050","Tomato Seeds","Best tomato seeds I have ever used","great germination rate!"""""
"1051","Crop Protection Net","Excellent protection from birds! Highly recommend to every farmer.""""","other"
"1052","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1053","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1054","Solar Water Pump","Amazing solar pump","saves electricity and works perfectly all day."""""
"1055","Sprinkler System","Average system","water pressure could be better."""""
"1056","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1057","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1058","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1059","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1060","Potassium Fertilizer","Didn't see any improvement in crop growth at all.""""","fertilizer"
"1061","Greenhouse Net","Perfect greenhouse net","excellent build quality and easy to install."""""
"1062","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1063","Drip Tape","The drip tape leaked after one week","not worth the price."""""
"1064","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1065","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1066","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1067","Hybrid Rice Seeds","The rice seeds did not germinate properly","very disappointed."""""
"1068","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1069","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1070","Sprinkler System","Average system","water pressure could be better."""""
"1071","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1072","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1073","Compost Manure","Terrible quality manure","waste of money."""""
"1074","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1075","Sprinkler System","Average system","water pressure could be better."""""
"1076","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1077","Sprinkler System","Average system","water pressure could be better."""""
"1078","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1079","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1080","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1081","Soil Testing Kit","Good quality kit","easy to use and accurate results."""""
"1082","Soil Testing Kit","Good quality kit","easy to use and accurate results."""""
"1083","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1084","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1085","Potassium Fertilizer","Didn't see any improvement in crop growth at all.""""","fertilizer"
"1086","Sprinkler System","Average system","water pressure could be better."""""
"1087","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1088","Sprinkler System","Average system","water pressure could be better."""""
"1089","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"1090","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1091","Sprinkler System","Average system","water pressure could be better."""""
"1092","Organic Pesticide","Fantastic product! My farm is completely pest free now.""""","pesticide"
"1093","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1094","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1095","Crop Protection Net","Excellent protection from birds! Highly recommend to every farmer.""""","other"
"1096","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1097","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1098","Sprinkler System","Average system","water pressure could be better."""""
"1099","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1100","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1101","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1102","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1103","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1104","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1105","Vegetable Seeds Mix","Great variety of seeds","all germinated well and grew strong!"""""
"1106","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1107","Tomato Seeds","Best tomato seeds I have ever used","great germination rate!"""""
"1108","Neem Oil Spray","Superb organic solution","completely eliminated pests without chemicals!"""""
"1109","Potassium Fertilizer","Didn't see any improvement in crop growth at all.""""","fertilizer"
"1110","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1111","Sprinkler System","Average system","water pressure could be better."""""
"1112","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1113","Paddy Seeds","Paddy seeds had very low germination. Extremely disappointed.""""","seeds"
"1114","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1115","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1116","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1117","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1118","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1119","Paddy Seeds","Paddy seeds had very low germination. Extremely disappointed.""""","seeds"
"1120","Crop Protection Net","Excellent protection from birds! Highly recommend to every farmer.""""","other"
"1121","Sprinkler System","Average system","water pressure could be better."""""
"1122","Compost Manure","Terrible quality manure","waste of money."""""
"1123","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1124","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1125","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1126","Sprinkler System","Average system","water pressure could be better."""""
"1127","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1128","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1129","Vegetable Seeds Mix","Great variety of seeds","all germinated well and grew strong!"""""
"1130","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1131","Soil Testing Kit","Good quality kit","easy to use and accurate results."""""
"1132","Sprinkler System","Average system","water pressure could be better."""""
"1133","Organic Pesticide","Fantastic product! My farm is completely pest free now.""""","pesticide"
"1134","Solar Water Pump","Amazing solar pump","saves electricity and works perfectly all day."""""
"1135","Wheat Seeds","The wheat seeds gave an excellent yield this season","very happy!"""""
"1136","Neem Oil Spray","Superb organic solution","completely eliminated pests without chemicals!"""""
"1137","Potassium Fertilizer","Didn't see any improvement in crop growth at all.""""","fertilizer"
"1138","Hybrid Rice Seeds","The rice seeds did not germinate properly","very disappointed."""""
"1139","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1140","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1141","Sprinkler System","Average system","water pressure could be better."""""
"1142","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1143","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1144","Wheat Seeds","The wheat seeds gave an excellent yield this season","very happy!"""""
"1145","Organic Pesticide","Fantastic product! My farm is completely pest free now.""""","pesticide"
"1146","Neem Oil Spray","Superb organic solution","completely eliminated pests without chemicals!"""""
"1147","Sprinkler System","Average system","water pressure could be better."""""
"1148","Sprinkler System","Average system","water pressure could be better."""""
"1149","Sprinkler System","Average system","water pressure could be better."""""
"1150","Tomato Seeds","Best tomato seeds I have ever used","great germination rate!"""""
"1151","Sprinkler System","Average system","water pressure could be better."""""
"1152","Solar Water Pump","Amazing solar pump","saves electricity and works perfectly all day."""""
"1153","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1154","Soil Testing Kit","Good quality kit","easy to use and accurate results."""""
"1155","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1156","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1157","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1158","Potassium Fertilizer","Didn't see any improvement in crop growth at all.""""","fertilizer"
"1159","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1160","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1161","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1162","Sprinkler System","Average system","water pressure could be better."""""
"1163","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1164","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1165","Soil Testing Kit","Good quality kit","easy to use and accurate results."""""
"1166","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1167","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1168","Sprinkler System","Average system","water pressure could be better."""""
"1169","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1170","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1171","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1172","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1173","Crop Protection Net","Excellent protection from birds! Highly recommend to every farmer.""""","other"
"1174","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1175","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1176","Neem Oil Spray","Superb organic solution","completely eliminated pests without chemicals!"""""
"1177","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1178","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
