"id","product","review","category"
"2567","Compost Manure","Terrible quality manure","waste of money."""""
"2568","Sprinkler System","Average system","water pressure could be better."""""
"2569","Crop Protection Net","Excellent protection from birds! Highly recommend to every farmer.""""","other"
"2570","Potassium Fertilizer","Didn't see any improvement in crop growth at all.""""","fertilizer"
"2571","Tomato Seeds","Best tomato seeds I have ever used","great germination rate!"""""
"2572","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"2573","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"2574","Drip Tape","The drip tape leaked after one week","not worth the price."""""
"2575","Vegetable Seeds Mix","Great variety of seeds","all germinated well and grew strong!"""""
"2576","Neem Oil Spray","Superb organic solution","completely eliminated pests without chemicals!"""""
"2577","Paddy Seeds","Paddy seeds had very low germination. Extremely disappointed.""""","seeds"
"2578","Solar Water Pump","Amazing solar pump","saves electricity and works perfectly all day."""""
"2579","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"2580","Greenhouse Net","Perfect greenhouse net","excellent build quality and easy to install."""""
"2581","Wheat Seeds","The wheat seeds gave an excellent yield this season","very happy!"""""
"2582","Fertilizer NPK","The fertilizer completely burned my crops","total loss."""""
"2583","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"2584","Organic Pesticide","Fantastic product! My farm is completely pest free now.""""","pesticide"
"2585","Hybrid Rice Seeds","The rice seeds did not germinate properly","very disappointed."""""
"2586","Soil Testing Kit","Good quality kit","easy to use and accurate results."""""
"2587","Compost Manure","Terrible quality manure","waste of money."""""
"2588","Sprinkler System","Average system","water pressure could be better."""""
"2589","Crop Protection Net","Excellent protection from birds! Highly recommend to every farmer.""""","other"
"2590","Potassium Fertilizer","Didn't see any improvement in crop growth at all.""""","fertilizer"
"2591","Tomato Seeds","Best tomato seeds I have ever used","great germination rate!"""""
"2592","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"2593","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"2594","Drip Tape","The drip tape leaked after one week","not worth the price."""""
"2595","Vegetable Seeds Mix","Great variety of seeds","all germinated well and grew strong!"""""
"2596","Neem Oil Spray","Superb organic solution","completely eliminated pests without chemicals!"""""
"2597","Paddy Seeds","Paddy seeds had very low germination. Extremely disappointed.""""","seeds"
"2598","Solar Water Pump","Amazing solar pump","saves electricity and works perfectly all day."""""
"2599","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"2600","Greenhouse Net","Perfect greenhouse net","excellent build quality and easy to install."""""
"2601","Wheat Seeds","The wheat seeds gave an excellent yield this season","very happy!"""""
"2602","Fertilizer NPK","The fertilizer completely burned my crops","total loss."""""
"2603","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"2604","Organic Pesticide","Fantastic product! My farm is completely pest free now.""""","pesticide"
"2605","Hybrid Rice Seeds","The rice seeds did not germinate properly","very disappointed."""""
"2606","Soil Testing Kit","Good quality kit","easy to use and accurate results."""""
"2607","Compost Manure","Terrible quality manure","waste of money."""""
"2608","Sprinkler System","Average system","water pressure could be better."""""
"2609","Crop Protection Net","Excellent protection from birds! Highly recommend to every farmer.""""","other"
"2610","Potassium Fertilizer","Didn't see any improvement in crop growth at all.""""","fertilizer"
"2611","Tomato Seeds","Best tomato seeds I have ever used","great germination rate!"""""
"2612","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"2613","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"2614","Drip Tape","The drip tape leaked after one week","not worth the price."""""
"2615","Vegetable Seeds Mix","Great variety of seeds","all germinated well and grew strong!"""""
"2616","Neem Oil Spray","Superb organic solution","completely eliminated pests without chemicals!"""""
"2617","Paddy Seeds","Paddy seeds had very low germination. Extremely disappointed.""""","seeds"
"2618","Solar Water Pump","Amazing solar pump","saves electricity and works perfectly all day."""""
"2619","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"2620","Greenhouse Net","Perfect greenhouse net","excellent build quality and easy to install."""""
"2621","Wheat Seeds","The wheat seeds gave an excellent yield this season","very happy!"""""
"2622","Fertilizer NPK","The fertilizer completely burned my crops","total loss."""""
"2623","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"2624","Organic Pesticide","Fantastic product! My farm is completely pest free now.""""","pesticide"
"2625","Hybrid Rice Seeds","The rice seeds did not germinate properly","very disappointed."""""
"2626","Soil Testing Kit","Good quality kit","easy to use and accurate results."""""
"2627","Compost Manure","Terrible quality manure","waste of money."""""
"2628","Sprinkler System","Average system","water pressure could be better."""""
"2629","Crop Protection Net","Excellent protection from birds! Highly recommend to every farmer.""""","other"
"2630","Potassium Fertilizer","Didn't see any improvement in crop growth at all.""""","fertilizer"
"2631","Tomato Seeds","Best tomato seeds I have ever used","great germination rate!"""""
"2632","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"2633","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"2634","Drip Tape","The drip tape leaked after one week","not worth the price."""""
"2635","Vegetable Seeds Mix","Great variety of seeds","all germinated well and grew strong!"""""
"2636","Neem Oil Spray","Superb organic solution","completely eliminated pests without chemicals!"""""
"2637","Paddy Seeds","Paddy seeds had very low germination. Extremely disappointed.""""","seeds"
"2638","Solar Water Pump","Amazing solar pump","saves electricity and works perfectly all day."""""
"2639","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"2640","Greenhouse Net","Perfect greenhouse net","excellent build quality and easy to install."""""
"2641","Wheat Seeds","The wheat seeds gave an excellent yield this season","very happy!"""""
"2642","Fertilizer NPK","The fertilizer completely burned my crops","total loss."""""
"2643","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"2644","Organic Pesticide","Fantastic product! My farm is completely pest free now.""""","pesticide"
"2645","Hybrid Rice Seeds","The rice seeds did not germinate properly","very disappointed."""""
"2646","Soil Testing Kit","Good quality kit","easy to use and accurate results."""""
"2647","Compost Manure","Terrible quality manure","waste of money."""""
"2648","Sprinkler System","Average system","water pressure could be better."""""
"2649","Crop Protection Net","Excellent protection from birds! Highly recommend to every farmer.""""","other"
"2650","Potassium Fertilizer","Didn't see any improvement in crop growth at all.""""","fertilizer"
"2651","Tomato Seeds","Best tomato seeds I have ever used","great germination rate!"""""
"2652","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"2653","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"2654","Drip Tape","The drip tape leaked after one week","not worth the price."""""
"2655","Vegetable Seeds Mix","Great variety of seeds","all germinated well and grew strong!"""""
"2656","Neem Oil Spray","Superb organic solution","completely eliminated pests without chemicals!"""""
"2657","Paddy Seeds","Paddy seeds had very low germination. Extremely disappointed.""""","seeds"
"2658","Solar Water Pump","Amazing solar pump","saves electricity and works perfectly all day."""""
"2659","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"2660","Greenhouse Net","Perfect greenhouse net","excellent build quality and easy to install."""""
"2661","Wheat Seeds","The wheat seeds gave an excellent yield this season","very happy!"""""
"2662","Fertilizer NPK","The fertilizer completely burned my crops","total loss."""""
"2663","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"2664","Organic Pesticide","Fantastic product! My farm is completely pest free now.""""","pesticide"
"2665","Hybrid Rice Seeds","The rice seeds did not germinate properly","very disappointed."""""
"2666","Soil Testing Kit","Good quality kit","easy to use and accurate results."""""
"2667","Compost Manure","Terrible quality manure","waste of money."""""
"2668","Sprinkler System","Average system","water pressure could be better."""""
"2669","Crop Protection Net","Excellent protection from birds! Highly recommend to every farmer.""""","other"
"2670","Potassium Fertilizer","Didn't see any improvement in crop growth at all.""""","fertilizer"
"2671","Tomato Seeds","Best tomato seeds I have ever used","great germination rate!"""""
"2672","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"2673","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"2674","Drip Tape","The drip tape leaked after one week","not worth the price."""""
"2675","Vegetable Seeds Mix","Great variety of seeds","all germinated well and grew strong!"""""
"2676","Neem Oil Spray","Superb organic solution","completely eliminated pests without chemicals!"""""
"2677","Paddy Seeds","Paddy seeds had very low germination. Extremely disappointed.""""","seeds"
"2678","Solar Water Pump","Amazing solar pump","saves electricity and works perfectly all day."""""
"2679","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"2680","Greenhouse Net","Perfect greenhouse net","excellent build quality and easy to install."""""
"2681","Wheat Seeds","The wheat seeds gave an excellent yield this season","very happy!"""""
"2682","Fertilizer NPK","The fertilizer completely burned my crops","total loss."""""
"2683","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"2684","Organic Pesticide","Fantastic product! My farm is completely pest free now.""""","pesticide"
"2685","Hybrid Rice Seeds","The rice seeds did not germinate properly","very disappointed."""""
"2686","Soil Testing Kit","Good quality kit","easy to use and accurate results."""""
"2687","Compost Manure","Terrible quality manure","waste of money."""""
"2688","Sprinkler System","Average system","water pressure could be better."""""
"2689","Crop Protection Net","Excellent protection from birds! Highly recommend to every farmer.""""","other"
"2690","Potassium Fertilizer","Didn't see any improvement in crop growth at all.""""","fertilizer"
"2691","Tomato Seeds","Best tomato seeds I have ever used","great germination rate!"""""
"2692","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"2693","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"2694","Drip Tape","The drip tape leaked after one week","not worth the price."""""
"2695","Vegetable Seeds Mix","Great variety of seeds","all germinated well and grew strong!"""""
"2696","Neem Oil Spray","Superb organic solution","completely eliminated pests without chemicals!"""""
"2697","Paddy Seeds","Paddy seeds had very low germination. Extremely disappointed.""""","seeds"
"2698","Solar Water Pump","Amazing solar pump","saves electricity and works perfectly all day."""""
"2699","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"2700","Greenhouse Net","Perfect greenhouse net","excellent build quality and easy to install."""""
"2701","Wheat Seeds","The wheat seeds gave an excellent yield this season","very happy!"""""
"2702","Fertilizer NPK","The fertilizer completely burned my crops","total loss."""""
"2703","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"2704","Organic Pesticide","Fantastic product! My farm is completely pest free now.""""","pesticide"
"2705","Hybrid Rice Seeds","The rice seeds did not germinate properly","very disappointed."""""
"2706","Soil Testing Kit","Good quality kit","easy to use and accurate results."""""
"2707","Compost Manure","Terrible quality manure","waste of money."""""
"2708","Sprinkler System","Average system","water pressure could be better."""""
"2709","Crop Protection Net","Excellent protection from birds! Highly recommend to every farmer.""""","other"
"2710","Potassium Fertilizer","Didn't see any improvement in crop growth at all.""""","fertilizer"
"2711","Tomato Seeds","Best tomato seeds I have ever used","great germination rate!"""""
"2712","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"2713","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"2714","Drip Tape","The drip tape leaked after one week","not worth the price."""""
"2715","Vegetable Seeds Mix","Great variety of seeds","all germinated well and grew strong!"""""
"2716","Neem Oil Spray","Superb organic solution","completely eliminated pests without chemicals!"""""
"2717","Paddy Seeds","Paddy seeds had very low germination. Extremely disappointed.""""","seeds"
"2718","Solar Water Pump","Amazing solar pump","saves electricity and works perfectly all day."""""
"2719","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"2720","Greenhouse Net","Perfect greenhouse net","excellent build quality and easy to install."""""
"2721","Wheat Seeds","The wheat seeds gave an excellent yield this season","very happy!"""""
"2722","Fertilizer NPK","The fertilizer completely burned my crops","total loss."""""
"2723","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"2724","Organic Pesticide","Fantastic product! My farm is completely pest free now.""""","pesticide"
"2725","Hybrid Rice Seeds","The rice seeds did not germinate properly","very disappointed."""""
"2726","Soil Testing Kit","Good quality kit","easy to use and accurate results."""""
"2727","Compost Manure","Terrible quality manure","waste of money."""""
"2728","Sprinkler System","Average system","water pressure could be better."""""
"2729","Crop Protection Net","Excellent protection from birds! Highly recommend to every farmer.""""","other"
"2730","Potassium Fertilizer","Didn't see any improvement in crop growth at all.""""","fertilizer"
"2731","Tomato Seeds","Best tomato seeds I have ever used","great germination rate!"""""
"2732","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"2733","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"2734","Drip Tape","The drip tape leaked after one week","not worth the price."""""
"2735","Vegetable Seeds Mix","Great variety of seeds","all germinated well and grew strong!"""""
"2736","Neem Oil Spray","Superb organic solution","completely eliminated pests without chemicals!"""""
"2737","Paddy Seeds","Paddy seeds had very low germination. Extremely disappointed.""""","seeds"
"2738","Solar Water Pump","Amazing solar pump","saves electricity and works perfectly all day."""""
"2739","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"2740","Greenhouse Net","Perfect greenhouse net","excellent build quality and easy to install."""""
"2741","Wheat Seeds","The wheat seeds gave an excellent yield this season","very happy!"""""
"2742","Fertilizer NPK","The fertilizer completely burned my crops","total loss."""""
"2743","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"2744","Organic Pesticide","Fantastic product! My farm is completely pest free now.""""","pesticide"
"2745","Hybrid Rice Seeds","The rice seeds did not germinate properly","very disappointed."""""
"2746","Soil Testing Kit","Good quality kit","easy to use and accurate results."""""
"2747","Compost Manure","Terrible quality manure","waste of money."""""
"2748","Sprinkler System","Average system","water pressure could be better."""""
"2749","Crop Protection Net","Excellent protection from birds! Highly recommend to every farmer.""""","other"
"2750","Potassium Fertilizer","Didn't see any improvement in crop growth at all.""""","fertilizer"
"2751","Tomato Seeds","Best tomato seeds I have ever used","great germination rate!"""""
"2752","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"2753","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"2754","Drip Tape","The drip tape leaked after one week","not worth the price."""""
"2755","Vegetable Seeds Mix","Great variety of seeds","all germinated well and grew strong!"""""
"2756","Neem Oil Spray","Superb organic solution","completely eliminated pests without chemicals!"""""
"2757","Paddy Seeds","Paddy seeds had very low germination. Extremely disappointed.""""","seeds"
"2758","Solar Water Pump","Amazing solar pump","saves electricity and works perfectly all day."""""
"2759","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"2760","Greenhouse Net","Perfect greenhouse net","excellent build quality and easy to install."""""
"2761","Wheat Seeds","The wheat seeds gave an excellent yield this season","very happy!"""""
"2762","Fertilizer NPK","The fertilizer completely burned my crops","total loss."""""
"2763","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"2764","Organic Pesticide","Fantastic product! My farm is completely pest free now.""""","pesticide"
"2765","Hybrid Rice Seeds","The rice seeds did not germinate properly","very disappointed."""""
"2766","Soil Testing Kit","Good quality kit","easy to use and accurate results."""""
"2767","Compost Manure","Terrible quality manure","waste of money."""""
"2768","Sprinkler System","Average system","water pressure could be better."""""
"2769","Crop Protection Net","Excellent protection from birds! Highly recommend to every farmer.""""","other"
"2770","Potassium Fertilizer","Didn't see any improvement in crop growth at all.""""","fertilizer"
"2771","Tomato Seeds","Best tomato seeds I have ever used","great germination rate!"""""
"2772","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"2773","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"2774","Drip Tape","The drip tape leaked after one week","not worth the price."""""
"2775","Vegetable Seeds Mix","Great variety of seeds","all germinated well and grew strong!"""""
"2776","Neem Oil Spray","Superb organic solution","completely eliminated pests without chemicals!"""""
"2777","Paddy Seeds","Paddy seeds had very low germination. Extremely disappointed.""""","seeds"
"2778","Solar Water Pump","Amazing solar pump","saves electricity and works perfectly all day."""""
"2779","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"2780","Greenhouse Net","Perfect greenhouse net","excellent build quality and easy to install."""""
"2781","Wheat Seeds","The wheat seeds gave an excellent yield this season","very happy!"""""
"2782","Fertilizer NPK","The fertilizer completely burned my crops","total loss."""""
"2783","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"2784","Organic Pesticide","Fantastic product! My farm is completely pest free now.""""","pesticide"
"2785","Hybrid Rice Seeds","The rice seeds did not germinate properly","very disappointed."""""
"2786","Soil Testing Kit","Good quality kit","easy to use and accurate results."""""
"2787","Compost Manure","Terrible quality manure","waste of money."""""
"2788","Sprinkler System","Average system","water pressure could be better."""""
"2789","Crop Protection Net","Excellent protection from birds! Highly recommend to every farmer.""""","other"
"2790","Potassium Fertilizer","Didn't see any improvement in crop growth at all.""""","fertilizer"
"2791","Tomato Seeds","Best tomato seeds I have ever used","great germination rate!"""""
"2792","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"2793","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"2794","Drip Tape","The drip tape leaked after one week","not worth the price."""""
"2795","Vegetable Seeds Mix","Great variety of seeds","all germinated well and grew strong!"""""
"2796","Neem Oil Spray","Superb organic solution","completely eliminated pests without chemicals!"""""
"2797","Paddy Seeds","Paddy seeds had very low germination. Extremely disappointed.""""","seeds"
"2798","Solar Water Pump","Amazing solar pump","saves electricity and works perfectly all day."""""
"2799","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"2800","Greenhouse Net","Perfect greenhouse net","excellent build quality and easy to install."""""
"2801","Wheat Seeds","The wheat seeds gave an excellent yield this season","very happy!"""""
"2802","Fertilizer NPK","The fertilizer completely burned my crops","total loss."""""
"2803","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"2804","Organic Pesticide","Fantastic product! My farm is completely pest free now.""""","pesticide"
"2805","Hybrid Rice Seeds","The rice seeds did not germinate properly","very disappointed."""""
"2806","Soil Testing Kit","Good quality kit","easy to use and accurate results."""""
"2807","Compost Manure","Terrible quality manure","waste of money."""""
"2808","Sprinkler System","Average system","water pressure could be better."""""
"2809","Crop Protection Net","Excellent protection from birds! Highly recommend to every farmer.""""","other"
"2810","Potassium Fertilizer","Didn't see any improvement in crop growth at all.""""","fertilizer"
"2811","Tomato Seeds","Best tomato seeds I have ever used","great germination rate!"""""
"2812","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"2813","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"2814","Drip Tape","The drip tape leaked after one week","not worth the price."""""
"2815","Vegetable Seeds Mix","Great variety of seeds","all germinated well and grew strong!"""""
"2816","Neem Oil Spray","Superb organic solution","completely eliminated pests without chemicals!"""""
"2817","Paddy Seeds","Paddy seeds had very low germination. Extremely disappointed.""""","seeds"
"2818","Solar Water Pump","Amazing solar pump","saves electricity and works perfectly all day."""""
"2819","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"2820","Greenhouse Net","Perfect greenhouse net","excellent build quality and easy to install."""""
"2821","Wheat Seeds","The wheat seeds gave an excellent yield this season","very happy!"""""
"2822","Fertilizer NPK","The fertilizer completely burned my crops","total loss."""""
"2823","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"2824","Organic Pesticide","Fantastic product! My farm is completely pest free now.""""","pesticide"
"2825","Hybrid Rice Seeds","The rice seeds did not germinate properly","very disappointed."""""
"2826","Soil Testing Kit","Good quality kit","easy to use and accurate results."""""
"2827","Compost Manure","Terrible quality manure","waste of money."""""
"2828","Sprinkler System","Average system","water pressure could be better."""""
"2829","Crop Protection Net","Excellent protection from birds! Highly recommend to every farmer.""""","other"
"2830","Potassium Fertilizer","Didn't see any improvement in crop growth at all.""""","fertilizer"
"2831","Tomato Seeds","Best tomato seeds I have ever used","great germination rate!"""""
"2832","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"2833","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"2834","Drip Tape","The drip tape leaked after one week","not worth the price."""""
"2835","Vegetable Seeds Mix","Great variety of seeds","all germinated well and grew strong!"""""
"2836","Neem Oil Spray","Superb organic solution","completely eliminated pests without chemicals!"""""
"2837","Paddy Seeds","Paddy seeds had very low germination. Extremely disappointed.""""","seeds"
"2838","Solar Water Pump","Amazing solar pump","saves electricity and works perfectly all day."""""
"2839","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"2840","Greenhouse Net","Perfect greenhouse net","excellent build quality and easy to install."""""
"2841","Wheat Seeds","The wheat seeds gave an excellent yield this season","very happy!"""""
"2842","Fertilizer NPK","The fertilizer completely burned my crops","total loss."""""
"2843","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"2844","Organic Pesticide","Fantastic product! My farm is completely pest free now.""""","pesticide"
"2845","Hybrid Rice Seeds","The rice seeds did not germinate properly","very disappointed."""""
"2846","Soil Testing Kit","Good quality kit","easy to use and accurate results."""""
"2847","Compost Manure","Terrible quality manure","waste of money."""""
"2848","Sprinkler System","Average system","water pressure could be better."""""
"2849","Crop Protection Net","Excellent protection from birds! Highly recommend to every farmer.""""","other"
"2850","Potassium Fertilizer","Didn't see any improvement in crop growth at all.""""","fertilizer"
"2851","Tomato Seeds","Best tomato seeds I have ever used","great germination rate!"""""
"2852","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"2853","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"2854","Drip Tape","The drip tape leaked after one week","not worth the price."""""
"2855","Vegetable Seeds Mix","Great variety of seeds","all germinated well and grew strong!"""""
"2856","Neem Oil Spray","Superb organic solution","completely eliminated pests without chemicals!"""""
"2857","Paddy Seeds","Paddy seeds had very low germination. Extremely disappointed.""""","seeds"
"2858","Solar Water Pump","Amazing solar pump","saves electricity and works perfectly all day."""""
"2859","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"2860","Greenhouse Net","Perfect greenhouse net","excellent build quality and easy to install."""""
"2861","Wheat Seeds","The wheat seeds gave an excellent yield this season","very happy!"""""
"2862","Fertilizer NPK","The fertilizer completely burned my crops","total loss."""""
"2863","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"2864","Organic Pesticide","Fantastic product! My farm is completely pest free now.""""","pesticide"
"2865","Hybrid Rice Seeds","The rice seeds did not germinate properly","very disappointed."""""
"2866","Soil Testing Kit","Good quality kit","easy to use and accurate results."""""
"2867","Compost Manure","Terrible quality manure","waste of money."""""
"2868","Sprinkler System","Average system","water pressure could be better."""""
"2869","Crop Protection Net","Excellent protection from birds! Highly recommend to every farmer.""""","other"
"2870","Potassium Fertilizer","Didn't see any improvement in crop growth at all.""""","fertilizer"
"2871","Tomato Seeds","Best tomato seeds I have ever used","great germination rate!"""""
"2872","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"2873","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"2874","Drip Tape","The drip tape leaked after one week","not worth the price."""""
"2875","Vegetable Seeds Mix","Great variety of seeds","all germinated well and grew strong!"""""
"2876","Neem Oil Spray","Superb organic solution","completely eliminated pests without chemicals!"""""
"2877","Paddy Seeds","Paddy seeds had very low germination. Extremely disappointed.""""","seeds"
"2878","Solar Water Pump","Amazing solar pump","saves electricity and works perfectly all day."""""
"2879","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"2880","Greenhouse Net","Perfect greenhouse net","excellent build quality and easy to install."""""
"2881","Wheat Seeds","The wheat seeds gave an excellent yield this season","very happy!"""""
"2882","Fertilizer NPK","The fertilizer completely burned my crops","total loss."""""
"2883","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"2884","Organic Pesticide","Fantastic product! My farm is completely pest free now.""""","pesticide"
"2885","Hybrid Rice Seeds","The rice seeds did not germinate properly","very disappointed."""""
"2886","Soil Testing Kit","Good quality kit","easy to use and accurate results."""""
"2887","Compost Manure","Terrible quality manure","waste of money."""""
"2888","Sprinkler System","Average system","water pressure could be better."""""
"2889","Crop Protection Net","Excellent protection from birds! Highly recommend to every farmer.""""","other"
"2890","Potassium Fertilizer","Didn't see any improvement in crop growth at all.""""","fertilizer"
"2891","Tomato Seeds","Best tomato seeds I have ever used","great germination rate!"""""
"2892","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"2893","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"2894","Drip Tape","The drip tape leaked after one week","not worth the price."""""
"2895","Vegetable Seeds Mix","Great variety of seeds","all germinated well and grew strong!"""""
"2896","Neem Oil Spray","Superb organic solution","completely eliminated pests without chemicals!"""""
"2897","Paddy Seeds","Paddy seeds had very low germination. Extremely disappointed.""""","seeds"
"2898","Solar Water Pump","Amazing solar pump","saves electricity and works perfectly all day."""""
"2899","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"2900","Greenhouse Net","Perfect greenhouse net","excellent build quality and easy to install."""""
"2901","Wheat Seeds","The wheat seeds gave an excellent yield this season","very happy!"""""
"2902","Fertilizer NPK","The fertilizer completely burned my crops","total loss."""""
"2903","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"2904","Organic Pesticide","Fantastic product! My farm is completely pest free now.""""","pesticide"
"2905","Hybrid Rice Seeds","The rice seeds did not germinate properly","very disappointed."""""
"2906","Soil Testing Kit","Good quality kit","easy to use and accurate results."""""
"2907","Compost Manure","Terrible quality manure","waste of money."""""
"2908","Sprinkler System","Average system","water pressure could be better."""""
"2909","Crop Protection Net","Excellent protection from birds! Highly recommend to every farmer.""""","other"
"2910","Potassium Fertilizer","Didn't see any improvement in crop growth at all.""""","fertilizer"
"2911","Tomato Seeds","Best tomato seeds I have ever used","great germination rate!"""""
"2912","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"2913","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"2914","Drip Tape","The drip tape leaked after one week","not worth the price."""""
"2915","Vegetable Seeds Mix","Great variety of seeds","all germinated well and grew strong!"""""
"2916","Neem Oil Spray","Superb organic solution","completely eliminated pests without chemicals!"""""
"2917","Paddy Seeds","Paddy seeds had very low germination. Extremely disappointed.""""","seeds"
"2918","Solar Water Pump","Amazing solar pump","saves electricity and works perfectly all day."""""
"2919","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"2920","Greenhouse Net","Perfect greenhouse net","excellent build quality and easy to install."""""
"2921","Wheat Seeds","The wheat seeds gave an excellent yield this season","very happy!"""""
"2922","Fertilizer NPK","The fertilizer completely burned my crops","total loss."""""
"2923","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"2924","Organic Pesticide","Fantastic product! My farm is completely pest free now.""""","pesticide"
"2925","Hybrid Rice Seeds","The rice seeds did not germinate properly","very disappointed."""""
"2926","Soil Testing Kit","Good quality kit","easy to use and accurate results."""""
"2927","Compost Manure","Terrible quality manure","waste of money."""""
"2928","Sprinkler System","Average system","water pressure could be better."""""
"2929","Crop Protection Net","Excellent protection from birds! Highly recommend to every farmer.""""","other"
"2930","Potassium Fertilizer","Didn't see any improvement in crop growth at all.""""","fertilizer"
"2931","Tomato Seeds","Best tomato seeds I have ever used","great germination rate!"""""
"2932","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"2933","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"2934","Drip Tape","The drip tape leaked after one week","not worth the price."""""
"2935","Vegetable Seeds Mix","Great variety of seeds","all germinated well and grew strong!"""""
"2936","Neem Oil Spray","Superb organic solution","completely eliminated pests without chemicals!"""""
"2937","Paddy Seeds","Paddy seeds had very low germination. Extremely disappointed.""""","seeds"
"2938","Solar Water Pump","Amazing solar pump","saves electricity and works perfectly all day."""""
"2939","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"2940","Greenhouse Net","Perfect greenhouse net","excellent build quality and easy to install."""""
"2941","Wheat Seeds","The wheat seeds gave an excellent yield this season","very happy!"""""
