"id","product","review","category"
"792","Fertilizer NPK","The fertilizer completely burned my crops","total loss."""""
"793","Sprinkler System","Average system","water pressure could be better."""""
"794","Fertilizer NPK","The fertilizer completely burned my crops","total loss."""""
"795","Hybrid Rice Seeds","The rice seeds did not germinate properly","very disappointed."""""
"796","Paddy Seeds","Paddy seeds had very low germination. Extremely disappointed.""""","seeds"
"797","Compost Manure","Terrible quality manure","waste of money."""""
"798","Potassium Fertilizer","Didn't see any improvement in crop growth at all.""""","fertilizer"
"799","Potassium Fertilizer","Didn't see any improvement in crop growth at all.""""","fertilizer"
"800","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"801","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"802","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"803","Paddy Seeds","Paddy seeds had very low germination. Extremely disappointed.""""","seeds"
"804","Drip Tape","The drip tape leaked after one week","not worth the price."""""
"805","Fertilizer NPK","The fertilizer completely burned my crops","total loss."""""
"806","Compost Manure","Terrible quality manure","waste of money."""""
"807","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"808","Paddy Seeds","Paddy seeds had very low germination. Extremely disappointed.""""","seeds"
"809","Paddy Seeds","Paddy seeds had very low germination. Extremely disappointed.""""","seeds"
"810","Potassium Fertilizer","Didn't see any improvement in crop growth at all.""""","fertilizer"
"811","Drip Tape","The drip tape leaked after one week","not worth the price."""""
"812","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"813","Drip Tape","The drip tape leaked after one week","not worth the price."""""
"814","Fertilizer NPK","The fertilizer completely burned my crops","total loss."""""
"815","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"816","Potassium Fertilizer","Didn't see any improvement in crop growth at all.""""","fertilizer"
"817","Compost Manure","Terrible quality manure","waste of money."""""
"818","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"819","Potassium Fertilizer","Didn't see any improvement in crop growth at all.""""","fertilizer"
"820","Compost Manure","Terrible quality manure","waste of money."""""
"821","Potassium Fertilizer","Didn't see any improvement in crop growth at all.""""","fertilizer"
"822","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"823","Potassium Fertilizer","Didn't see any improvement in crop growth at all.""""","fertilizer"
"824","Compost Manure","Terrible quality manure","waste of money."""""
"825","Drip Tape","The drip tape leaked after one week","not worth the price."""""
"826","Compost Manure","Terrible quality manure","waste of money."""""
"827","Paddy Seeds","Paddy seeds had very low germination. Extremely disappointed.""""","seeds"
"828","Fertilizer NPK","The fertilizer completely burned my crops","total loss."""""
"829","Fertilizer NPK","The fertilizer completely burned my crops","total loss."""""
"830","Compost Manure","Terrible quality manure","waste of money."""""
"831","Wheat Seeds","The wheat seeds gave an excellent yield this season","very happy!"""""
"832","Fertilizer NPK","The fertilizer completely burned my crops","total loss."""""
"833","Hybrid Rice Seeds","The rice seeds did not germinate properly","very disappointed."""""
"834","Drip Tape","The drip tape leaked after one week","not worth the price."""""
"835","Potassium Fertilizer","Didn't see any improvement in crop growth at all.""""","fertilizer"
"836","Fertilizer NPK","The fertilizer completely burned my crops","total loss."""""
"837","Potassium Fertilizer","Didn't see any improvement in crop growth at all.""""","fertilizer"
"838","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"839","Paddy Seeds","Paddy seeds had very low germination. Extremely disappointed.""""","seeds"
"840","Potassium Fertilizer","Didn't see any improvement in crop growth at all.""""","fertilizer"
"841","Compost Manure","Terrible quality manure","waste of money."""""
"842","Fertilizer NPK","The fertilizer completely burned my crops","total loss."""""
"843","Paddy Seeds","Paddy seeds had very low germination. Extremely disappointed.""""","seeds"
"844","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"845","Fertilizer NPK","The fertilizer completely burned my crops","total loss."""""
"846","Compost Manure","Terrible quality manure","waste of money."""""
"847","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"848","Fertilizer NPK","The fertilizer completely burned my crops","total loss."""""
"849","Drip Tape","The drip tape leaked after one week","not worth the price."""""
"850","Wheat Seeds","The wheat seeds gave an excellent yield this season","very happy!"""""
"851","Greenhouse Net","Perfect greenhouse net","excellent build quality and easy to install."""""
"852","Compost Manure","Terrible quality manure","waste of money."""""
"853","Organic Pesticide","Fantastic product! My farm is completely pest free now.""""","pesticide"
"854","Sprinkler System","Average system","water pressure could be better."""""
"855","Paddy Seeds","Paddy seeds had very low germination. Extremely disappointed.""""","seeds"
"856","Paddy Seeds","Paddy seeds had very low germination. Extremely disappointed.""""","seeds"
"857","Sprinkler System","Average system","water pressure could be better."""""
"858","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"859","Fertilizer NPK","The fertilizer completely burned my crops","total loss."""""
"860","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"861","Drip Tape","The drip tape leaked after one week","not worth the price."""""
"862","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"863","Fertilizer NPK","The fertilizer completely burned my crops","total loss."""""
"864","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"865","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"866","Fertilizer NPK","The fertilizer completely burned my crops","total loss."""""
"867","Paddy Seeds","Paddy seeds had very low germination. Extremely disappointed.""""","seeds"
"868","Hybrid Rice Seeds","The rice seeds did not germinate properly","very disappointed."""""
"869","Hybrid Rice Seeds","The rice seeds did not germinate properly","very disappointed."""""
"870","Potassium Fertilizer","Didn't see any improvement in crop growth at all.""""","fertilizer"
"871","Fertilizer NPK","The fertilizer completely burned my crops","total loss."""""
"872","Hybrid Rice Seeds","The rice seeds did not germinate properly","very disappointed."""""
"873","Drip Tape","The drip tape leaked after one week","not worth the price."""""
"874","Potassium Fertilizer","Didn't see any improvement in crop growth at all.""""","fertilizer"
"875","Potassium Fertilizer","Didn't see any improvement in crop growth at all.""""","fertilizer"
"876","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"877","Drip Tape","The drip tape leaked after one week","not worth the price."""""
"878","Potassium Fertilizer","Didn't see any improvement in crop growth at all.""""","fertilizer"
"879","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"880","Paddy Seeds","Paddy seeds had very low germination. Extremely disappointed.""""","seeds"
"881","Fertilizer NPK","The fertilizer completely burned my crops","total loss."""""
"882","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"883","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"884","Paddy Seeds","Paddy seeds had very low germination. Extremely disappointed.""""","seeds"
"885","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"886","Fertilizer NPK","The fertilizer completely burned my crops","total loss."""""
"887","Compost Manure","Terrible quality manure","waste of money."""""
"888","Compost Manure","Terrible quality manure","waste of money."""""
"889","Potassium Fertilizer","Didn't see any improvement in crop growth at all.""""","fertilizer"
"890","Potassium Fertilizer","Didn't see any improvement in crop growth at all.""""","fertilizer"
"891","Compost Manure","Terrible quality manure","waste of money."""""
"892","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"893","Potassium Fertilizer","Didn't see any improvement in crop growth at all.""""","fertilizer"
"894","Fertilizer NPK","The fertilizer completely burned my crops","total loss."""""
"895","Vegetable Seeds Mix","Great variety of seeds","all germinated well and grew strong!"""""
"896","Drip Tape","The drip tape leaked after one week","not worth the price."""""
"897","Hybrid Rice Seeds","The rice seeds did not germinate properly","very disappointed."""""
"898","Organic Pesticide","Fantastic product! My farm is completely pest free now.""""","pesticide"
"899","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"900","Drip Tape","The drip tape leaked after one week","not worth the price."""""
"901","Compost Manure","Terrible quality manure","waste of money."""""
"902","Hybrid Rice Seeds","The rice seeds did not germinate properly","very disappointed."""""
"903","Potassium Fertilizer","Didn't see any improvement in crop growth at all.""""","fertilizer"
"904","Hybrid Rice Seeds","The rice seeds did not germinate properly","very disappointed."""""
"905","Drip Tape","The drip tape leaked after one week","not worth the price."""""
"906","Paddy Seeds","Paddy seeds had very low germination. Extremely disappointed.""""","seeds"
"907","Hybrid Rice Seeds","The rice seeds did not germinate properly","very disappointed."""""
"908","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"909","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"910","Fertilizer NPK","The fertilizer completely burned my crops","total loss."""""
"911","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"912","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"913","Compost Manure","Terrible quality manure","waste of money."""""
"914","Potassium Fertilizer","Didn't see any improvement in crop growth at all.""""","fertilizer"
"915","Sprinkler System","Average system","water pressure could be better."""""
"916","Fertilizer NPK","The fertilizer completely burned my crops","total loss."""""
"917","Compost Manure","Terrible quality manure","waste of money."""""
"918","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"919","Compost Manure","Terrible quality manure","waste of money."""""
"920","Potassium Fertilizer","Didn't see any improvement in crop growth at all.""""","fertilizer"
"921","Hybrid Rice Seeds","The rice seeds did not germinate properly","very disappointed."""""
"922","Compost Manure","Terrible quality manure","waste of money."""""
"923","Drip Tape","The drip tape leaked after one week","not worth the price."""""
"924","Compost Manure","Terrible quality manure","waste of money."""""
"925","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"926","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"927","Paddy Seeds","Paddy seeds had very low germination. Extremely disappointed.""""","seeds"
"928","Hybrid Rice Seeds","The rice seeds did not germinate properly","very disappointed."""""
"929","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"930","Paddy Seeds","Paddy seeds had very low germination. Extremely disappointed.""""","seeds"
"931","Vegetable Seeds Mix","Great variety of seeds","all germinated well and grew strong!"""""
"932","Hybrid Rice Seeds","The rice seeds did not germinate properly","very disappointed."""""
"933","Hybrid Rice Seeds","The rice seeds did not germinate properly","very disappointed."""""
"934","Potassium Fertilizer","Didn't see any improvement in crop growth at all.""""","fertilizer"
"935","Potassium Fertilizer","Didn't see any improvement in crop growth at all.""""","fertilizer"
"936","Paddy Seeds","Paddy seeds had very low germination. Extremely disappointed.""""","seeds"
"937","Paddy Seeds","Paddy seeds had very low germination. Extremely disappointed.""""","seeds"
"938","Compost Manure","Terrible quality manure","waste of money."""""
"939","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"940","Compost Manure","Terrible quality manure","waste of money."""""
"941","Potassium Fertilizer","Didn't see any improvement in crop growth at all.""""","fertilizer"
"942","Fertilizer NPK","The fertilizer completely burned my crops","total loss."""""
"943","Fertilizer NPK","The fertilizer completely burned my crops","total loss."""""
"944","Fertilizer NPK","The fertilizer completely burned my crops","total loss."""""
"945","Compost Manure","Terrible quality manure","waste of money."""""
"946","Compost Manure","Terrible quality manure","waste of money."""""
"947","Paddy Seeds","Paddy seeds had very low germination. Extremely disappointed.""""","seeds"
"948","Fertilizer NPK","The fertilizer completely burned my crops","total loss."""""
"949","Drip Tape","The drip tape leaked after one week","not worth the price."""""
"950","Fertilizer NPK","The fertilizer completely burned my crops","total loss."""""
"951","Paddy Seeds","Paddy seeds had very low germination. Extremely disappointed.""""","seeds"
"952","Drip Tape","The drip tape leaked after one week","not worth the price."""""
"953","Potassium Fertilizer","Didn't see any improvement in crop growth at all.""""","fertilizer"
"954","Fertilizer NPK","The fertilizer completely burned my crops","total loss."""""
"955","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"956","Fertilizer NPK","The fertilizer completely burned my crops","total loss."""""
"957","Potassium Fertilizer","Didn't see any improvement in crop growth at all.""""","fertilizer"
"958","Drip Tape","The drip tape leaked after one week","not worth the price."""""
"959","Compost Manure","Terrible quality manure","waste of money."""""
"960","Hybrid Rice Seeds","The rice seeds did not germinate properly","very disappointed."""""
"961","Hybrid Rice Seeds","The rice seeds did not germinate properly","very disappointed."""""
"962","Paddy Seeds","Paddy seeds had very low germination. Extremely disappointed.""""","seeds"
"963","Hybrid Rice Seeds","The rice seeds did not germinate properly","very disappointed."""""
"964","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"965","Compost Manure","Terrible quality manure","waste of money."""""
"966","Compost Manure","Terrible quality manure","waste of money."""""
"967","Sprinkler System","Average system","water pressure could be better."""""
"968","Potassium Fertilizer","Didn't see any improvement in crop growth at all.""""","fertilizer"
"969","Vegetable Seeds Mix","Great variety of seeds","all germinated well and grew strong!"""""
"970","Compost Manure","Terrible quality manure","waste of money."""""
"971","Drip Tape","The drip tape leaked after one week","not worth the price."""""
"972","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"973","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"974","Compost Manure","Terrible quality manure","waste of money."""""
"975","Solar Water Pump","Amazing solar pump","saves electricity and works perfectly all day."""""
"976","Compost Manure","Terrible quality manure","waste of money."""""
"977","Fertilizer NPK","The fertilizer completely burned my crops","total loss."""""
"978","Drip Tape","The drip tape leaked after one week","not worth the price."""""
"979","Compost Manure","Terrible quality manure","waste of money."""""
"980","Drip Tape","The drip tape leaked after one week","not worth the price."""""
"981","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"982","Fertilizer NPK","The fertilizer completely burned my crops","total loss."""""
"983","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"984","Drip Tape","The drip tape leaked after one week","not worth the price."""""
"985","Drip Tape","The drip tape leaked after one week","not worth the price."""""
"986","Crop Protection Net","Excellent protection from birds! Highly recommend to every farmer.""""","other"
"987","Drip Tape","The drip tape leaked after one week","not worth the price."""""
"988","Potassium Fertilizer","Didn't see any improvement in crop growth at all.""""","fertilizer"
"989","Paddy Seeds","Paddy seeds had very low germination. Extremely disappointed.""""","seeds"
"990","Paddy Seeds","Paddy seeds had very low germination. Extremely disappointed.""""","seeds"
"991","Organic Pesticide","Fantastic product! My farm is completely pest free now.""""","pesticide"
"992","Paddy Seeds","Paddy seeds had very low germination. Extremely disappointed.""""","seeds"
"993","Hybrid Rice Seeds","The rice seeds did not germinate properly","very disappointed."""""
"994","Drip Tape","The drip tape leaked after one week","not worth the price."""""
"995","Hybrid Rice Seeds","The rice seeds did not germinate properly","very disappointed."""""
"996","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"997","Compost Manure","Terrible quality manure","waste of money."""""
"998","Hybrid Rice Seeds","The rice seeds did not germinate properly","very disappointed."""""
"999","Compost Manure","Terrible quality manure","waste of money."""""
"1000","Drip Tape","The drip tape leaked after one week","not worth the price."""""
"1001","Hybrid Rice Seeds","The rice seeds did not germinate properly","very disappointed."""""
"1002","Potassium Fertilizer","Didn't see any improvement in crop growth at all.""""","fertilizer"
"1003","Fertilizer NPK","The fertilizer completely burned my crops","total loss."""""
"1004","Compost Manure","Terrible quality manure","waste of money."""""
"1005","Compost Manure","Terrible quality manure","waste of money."""""
"1006","Hybrid Rice Seeds","The rice seeds did not germinate properly","very disappointed."""""
"1007","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1008","Fertilizer NPK","The fertilizer completely burned my crops","total loss."""""
"1009","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"1010","Fertilizer NPK","The fertilizer completely burned my crops","total loss."""""
"1011","Potassium Fertilizer","Didn't see any improvement in crop growth at all.""""","fertilizer"
"1012","Fertilizer NPK","The fertilizer completely burned my crops","total loss."""""
"1013","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1014","Paddy Seeds","Paddy seeds had very low germination. Extremely disappointed.""""","seeds"
"1015","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"1016","Potassium Fertilizer","Didn't see any improvement in crop growth at all.""""","fertilizer"
"1017","Potassium Fertilizer","Didn't see any improvement in crop growth at all.""""","fertilizer"
"1018","Fertilizer NPK","The fertilizer completely burned my crops","total loss."""""
"1019","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"1020","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1021","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"1022","Hybrid Rice Seeds","The rice seeds did not germinate properly","very disappointed."""""
"1023","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1024","Vegetable Seeds Mix","Great variety of seeds","all germinated well and grew strong!"""""
"1025","Drip Tape","The drip tape leaked after one week","not worth the price."""""
"1026","Compost Manure","Terrible quality manure","waste of money."""""
"1027","Potassium Fertilizer","Didn't see any improvement in crop growth at all.""""","fertilizer"
"1028","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"1029","Potassium Fertilizer","Didn't see any improvement in crop growth at all.""""","fertilizer"
"1030","Potassium Fertilizer","Didn't see any improvement in crop growth at all.""""","fertilizer"
"1031","Paddy Seeds","Paddy seeds had very low germination. Extremely disappointed.""""","seeds"
"1032","Drip Tape","The drip tape leaked after one week","not worth the price."""""
"1033","Potassium Fertilizer","Didn't see any improvement in crop growth at all.""""","fertilizer"
"1034","Paddy Seeds","Paddy seeds had very low germination. Extremely disappointed.""""","seeds"
"1035","Drip Tape","The drip tape leaked after one week","not worth the price."""""
"1036","Hybrid Rice Seeds","The rice seeds did not germinate properly","very disappointed."""""
"1037","Potassium Fertilizer","Didn't see any improvement in crop growth at all.""""","fertilizer"
"1038","Drip Tape","The drip tape leaked after one week","not worth the price."""""
"1039","Paddy Seeds","Paddy seeds had very low germination. Extremely disappointed.""""","seeds"
"1040","Compost Manure","Terrible quality manure","waste of money."""""
"1041","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"1042","Paddy Seeds","Paddy seeds had very low germination. Extremely disappointed.""""","seeds"
"1043","Hybrid Rice Seeds","The rice seeds did not germinate properly","very disappointed."""""
"1044","Drip Tape","The drip tape leaked after one week","not worth the price."""""
"1045","Crop Protection Net","Excellent protection from birds! Highly recommend to every farmer.""""","other"
"1046","Compost Manure","Terrible quality manure","waste of money."""""
"1047","Sprinkler System","Average system","water pressure could be better."""""
"1048","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"1049","Wheat Seeds","The wheat seeds gave an excellent yield this season","very happy!"""""
"1050","Fertilizer NPK","The fertilizer completely burned my crops","total loss."""""
"1051","Paddy Seeds","Paddy seeds had very low germination. Extremely disappointed.""""","seeds"
"1052","Compost Manure","Terrible quality manure","waste of money."""""
"1053","Drip Tape","The drip tape leaked after one week","not worth the price."""""
"1054","Tomato Seeds","Best tomato seeds I have ever used","great germination rate!"""""
"1055","Drip Tape","The drip tape leaked after one week","not worth the price."""""
"1056","Drip Tape","The drip tape leaked after one week","not worth the price."""""
"1057","Fertilizer NPK","The fertilizer completely burned my crops","total loss."""""
"1058","Hybrid Rice Seeds","The rice seeds did not germinate properly","very disappointed."""""
"1059","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"1060","Fertilizer NPK","The fertilizer completely burned my crops","total loss."""""
"1061","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1062","Paddy Seeds","Paddy seeds had very low germination. Extremely disappointed.""""","seeds"
"1063","Drip Tape","The drip tape leaked after one week","not worth the price."""""
"1064","Paddy Seeds","Paddy seeds had very low germination. Extremely disappointed.""""","seeds"
"1065","Fertilizer NPK","The fertilizer completely burned my crops","total loss."""""
"1066","Compost Manure","Terrible quality manure","waste of money."""""
"1067","Fertilizer NPK","The fertilizer completely burned my crops","total loss."""""
"1068","Drip Tape","The drip tape leaked after one week","not worth the price."""""
"1069","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1070","Drip Tape","The drip tape leaked after one week","not worth the price."""""
"1071","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"1072","Potassium Fertilizer","Didn't see any improvement in crop growth at all.""""","fertilizer"
"1073","Paddy Seeds","Paddy seeds had very low germination. Extremely disappointed.""""","seeds"
"1074","Drip Tape","The drip tape leaked after one week","not worth the price."""""
"1075","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"1076","Fertilizer NPK","The fertilizer completely burned my crops","total loss."""""
"1077","Compost Manure","Terrible quality manure","waste of money."""""
"1078","Fertilizer NPK","The fertilizer completely burned my crops","total loss."""""
"1079","Compost Manure","Terrible quality manure","waste of money."""""
"1080","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1081","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1082","Fertilizer NPK","The fertilizer completely burned my crops","total loss."""""
"1083","Paddy Seeds","Paddy seeds had very low germination. Extremely disappointed.""""","seeds"
"1084","Fertilizer NPK","The fertilizer completely burned my crops","total loss."""""
"1085","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"1086","Paddy Seeds","Paddy seeds had very low germination. Extremely disappointed.""""","seeds"
"1087","Compost Manure","Terrible quality manure","waste of money."""""
"1088","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1089","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1090","Compost Manure","Terrible quality manure","waste of money."""""
"1091","Potassium Fertilizer","Didn't see any improvement in crop growth at all.""""","fertilizer"
"1092","Fertilizer NPK","The fertilizer completely burned my crops","total loss."""""
"1093","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"1094","Sprinkler System","Average system","water pressure could be better."""""
"1095","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1096","Potassium Fertilizer","Didn't see any improvement in crop growth at all.""""","fertilizer"
"1097","Potassium Fertilizer","Didn't see any improvement in crop growth at all.""""","fertilizer"
"1098","Fertilizer NPK","The fertilizer completely burned my crops","total loss."""""
"1099","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1100","Hybrid Rice Seeds","The rice seeds did not germinate properly","very disappointed."""""
"1101","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"1102","Hybrid Rice Seeds","The rice seeds did not germinate properly","very disappointed."""""
"1103","Potassium Fertilizer","Didn't see any improvement in crop growth at all.""""","fertilizer"
"1104","Drip Tape","The drip tape leaked after one week","not worth the price."""""
"1105","Paddy Seeds","Paddy seeds had very low germination. Extremely disappointed.""""","seeds"
"1106","Drip Tape","The drip tape leaked after one week","not worth the price."""""
"1107","Potassium Fertilizer","Didn't see any improvement in crop growth at all.""""","fertilizer"
"1108","Fertilizer NPK","The fertilizer completely burned my crops","total loss."""""
"1109","Compost Manure","Terrible quality manure","waste of money."""""
"1110","Potassium Fertilizer","Didn't see any improvement in crop growth at all.""""","fertilizer"
"1111","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1112","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"1113","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"1114","Hybrid Rice Seeds","The rice seeds did not germinate properly","very disappointed."""""
"1115","Paddy Seeds","Paddy seeds had very low germination. Extremely disappointed.""""","seeds"
"1116","Drip Tape","The drip tape leaked after one week","not worth the price."""""
"1117","Potassium Fertilizer","Didn't see any improvement in crop growth at all.""""","fertilizer"
"1118","Drip Tape","The drip tape leaked after one week","not worth the price."""""
"1119","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"1120","Paddy Seeds","Paddy seeds had very low germination. Extremely disappointed.""""","seeds"
"1121","Wheat Seeds","The wheat seeds gave an excellent yield this season","very happy!"""""
"1122","Compost Manure","Terrible quality manure","waste of money."""""
"1123","Drip Tape","The drip tape leaked after one week","not worth the price."""""
"1124","Paddy Seeds","Paddy seeds had very low germination. Extremely disappointed.""""","seeds"
"1125","Drip Tape","The drip tape leaked after one week","not worth the price."""""
"1126","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"1127","Compost Manure","Terrible quality manure","waste of money."""""
"1128","Drip Tape","The drip tape leaked after one week","not worth the price."""""
"1129","Potassium Fertilizer","Didn't see any improvement in crop growth at all.""""","fertilizer"
"1130","Potassium Fertilizer","Didn't see any improvement in crop growth at all.""""","fertilizer"
"1131","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1132","Fertilizer NPK","The fertilizer completely burned my crops","total loss."""""
"1133","Hybrid Rice Seeds","The rice seeds did not germinate properly","very disappointed."""""
"1134","Paddy Seeds","Paddy seeds had very low germination. Extremely disappointed.""""","seeds"
"1135","Fertilizer NPK","The fertilizer completely burned my crops","total loss."""""
"1136","Crop Protection Net","Excellent protection from birds! Highly recommend to every farmer.""""","other"
"1137","Fertilizer NPK","The fertilizer completely burned my crops","total loss."""""
"1138","Hybrid Rice Seeds","The rice seeds did not germinate properly","very disappointed."""""
"1139","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"1140","Fertilizer NPK","The fertilizer completely burned my crops","total loss."""""
"1141","Drip Tape","The drip tape leaked after one week","not worth the price."""""
"1142","Fertilizer NPK","The fertilizer completely burned my crops","total loss."""""
"1143","Hybrid Rice Seeds","The rice seeds did not germinate properly","very disappointed."""""
"1144","Potassium Fertilizer","Didn't see any improvement in crop growth at all.""""","fertilizer"
"1145","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1146","Hybrid Rice Seeds","The rice seeds did not germinate properly","very disappointed."""""
"1147","Drip Tape","The drip tape leaked after one week","not worth the price."""""
"1148","Compost Manure","Terrible quality manure","waste of money."""""
"1149","Compost Manure","Terrible quality manure","waste of money."""""
"1150","Hybrid Rice Seeds","The rice seeds did not germinate properly","very disappointed."""""
"1151","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"1152","Compost Manure","Terrible quality manure","waste of money."""""
"1153","Drip Tape","The drip tape leaked after one week","not worth the price."""""
"1154","Paddy Seeds","Paddy seeds had very low germination. Extremely disappointed.""""","seeds"
"1155","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1156","Fertilizer NPK","The fertilizer completely burned my crops","total loss."""""
"1157","Compost Manure","Terrible quality manure","waste of money."""""
"1158","Compost Manure","Terrible quality manure","waste of money."""""
"1159","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1160","Hybrid Rice Seeds","The rice seeds did not germinate properly","very disappointed."""""
"1161","Paddy Seeds","Paddy seeds had very low germination. Extremely disappointed.""""","seeds"
"1162","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"1163","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1164","Compost Manure","Terrible quality manure","waste of money."""""
"1165","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"1166","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1167","Fertilizer NPK","The fertilizer completely burned my crops","total loss."""""
"1168","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"1169","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1170","Sprinkler System","Average system","water pressure could be better."""""
"1171","Potassium Fertilizer","Didn't see any improvement in crop growth at all.""""","fertilizer"
"1172","Drip Tape","The drip tape leaked after one week","not worth the price."""""
"1173","Hybrid Rice Seeds","The rice seeds did not germinate properly","very disappointed."""""
"1174","Compost Manure","Terrible quality manure","waste of money."""""
"1175","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"1176","Paddy Seeds","Paddy seeds had very low germination. Extremely disappointed.""""","seeds"
"1177","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"1178","Paddy Seeds","Paddy seeds had very low germination. Extremely disappointed.""""","seeds"
"1179","Compost Manure","Terrible quality manure","waste of money."""""
"1180","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1181","Compost Manure","Terrible quality manure","waste of money."""""
"1182","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"1183","Potassium Fertilizer","Didn't see any improvement in crop growth at all.""""","fertilizer"
"1184","Drip Tape","The drip tape leaked after one week","not worth the price."""""
"1185","Drip Tape","The drip tape leaked after one week","not worth the price."""""
"1186","Water Pump","The pump broke down after 2 uses","very poor quality."""""
