"id","product","review","category"
"793","Paddy Seeds","Paddy seeds had very low germination. Extremely disappointed.""""","seeds"
"794","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"795","Fertilizer NPK","The fertilizer completely burned my crops","total loss."""""
"796","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"797","Tomato Seeds","Best tomato seeds I have ever used","great germination rate!"""""
"798","Sprinkler System","Average system","water pressure could be better."""""
"799","Sprinkler System","Average system","water pressure could be better."""""
"800","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"801","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"802","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"803","Potassium Fertilizer","Didn't see any improvement in crop growth at all.""""","fertilizer"
"804","Fertilizer NPK","The fertilizer completely burned my crops","total loss."""""
"805","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"806","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"807","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"808","Crop Protection Net","Excellent protection from birds! Highly recommend to every farmer.""""","other"
"809","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"810","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"811","Potassium Fertilizer","Didn't see any improvement in crop growth at all.""""","fertilizer"
"812","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"813","Greenhouse Net","Perfect greenhouse net","excellent build quality and easy to install."""""
"814","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"815","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"816","Sprinkler System","Average system","water pressure could be better."""""
"817","Sprinkler System","Average system","water pressure could be better."""""
"818","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"819","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"820","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"821","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"822","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"823","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"824","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"825","Neem Oil Spray","Superb organic solution","completely eliminated pests without chemicals!"""""
"826","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"827","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"828","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"829","Sprinkler System","Average system","water pressure could be better."""""
"830","Solar Water Pump","Amazing solar pump","saves electricity and works perfectly all day."""""
"831","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"832","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"833","Organic Pesticide","Fantastic product! My farm is completely pest free now.""""","pesticide"
"834","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"835","Drip Tape","The drip tape leaked after one week","not worth the price."""""
"836","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"837","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"838","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"839","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"840","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"841","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"842","Sprinkler System","Average system","water pressure could be better."""""
"843","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"844","Sprinkler System","Average system","water pressure could be better."""""
"845","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"846","Crop Protection Net","Excellent protection from birds! Highly recommend to every farmer.""""","other"
"847","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"848","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"849","Potassium Fertilizer","Didn't see any improvement in crop growth at all.""""","fertilizer"
"850","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"851","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"852","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"853","Sprinkler System","Average system","water pressure could be better."""""
"854","Sprinkler System","Average system","water pressure could be better."""""
"855","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"856","Sprinkler System","Average system","water pressure could be better."""""
"857","Sprinkler System","Average system","water pressure could be better."""""
"858","Potassium Fertilizer","Didn't see any improvement in crop growth at all.""""","fertilizer"
"859","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"860","Sprinkler System","Average system","water pressure could be better."""""
"861","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"862","Sprinkler System","Average system","water pressure could be better."""""
"863","Organic Pesticide","Fantastic product! My farm is completely pest free now.""""","pesticide"
"864","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"865","Hybrid Rice Seeds","The rice seeds did not germinate properly","very disappointed."""""
"866","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"867","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"868","Compost Manure","Terrible quality manure","waste of money."""""
"869","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"870","Sprinkler System","Average system","water pressure could be better."""""
"871","Compost Manure","Terrible quality manure","waste of money."""""
"872","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"873","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"874","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"875","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"876","Tomato Seeds","Best tomato seeds I have ever used","great germination rate!"""""
"877","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"878","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"879","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"880","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"881","Sprinkler System","Average system","water pressure could be better."""""
"882","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"883","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"884","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"885","Sprinkler System","Average system","water pressure could be better."""""
"886","Fertilizer NPK","The fertilizer completely burned my crops","total loss."""""
"887","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"888","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"889","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"890","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"891","Sprinkler System","Average system","water pressure could be better."""""
"892","Sprinkler System","Average system","water pressure could be better."""""
"893","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"894","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"895","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"896","Paddy Seeds","Paddy seeds had very low germination. Extremely disappointed.""""","seeds"
"897","Sprinkler System","Average system","water pressure could be better."""""
"898","Paddy Seeds","Paddy seeds had very low germination. Extremely disappointed.""""","seeds"
"899","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"900","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"901","Sprinkler System","Average system","water pressure could be better."""""
"902","Crop Protection Net","Excellent protection from birds! Highly recommend to every farmer.""""","other"
"903","Sprinkler System","Average system","water pressure could be better."""""
"904","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"905","Drip Tape","The drip tape leaked after one week","not worth the price."""""
"906","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"907","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"908","Drip Tape","The drip tape leaked after one week","not worth the price."""""
"909","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"910","Sprinkler System","Average system","water pressure could be better."""""
"911","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"912","Sprinkler System","Average system","water pressure could be better."""""
"913","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"914","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"915","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"916","Sprinkler System","Average system","water pressure could be better."""""
"917","Sprinkler System","Average system","water pressure could be better."""""
"918","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"919","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"920","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"921","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"922","Sprinkler System","Average system","water pressure could be better."""""
"923","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"924","Hybrid Rice Seeds","The rice seeds did not germinate properly","very disappointed."""""
"925","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"926","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"927","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"928","Vegetable Seeds Mix","Great variety of seeds","all germinated well and grew strong!"""""
"929","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"930","Sprinkler System","Average system","water pressure could be better."""""
"931","Tomato Seeds","Best tomato seeds I have ever used","great germination rate!"""""
"932","Sprinkler System","Average system","water pressure could be better."""""
"933","Paddy Seeds","Paddy seeds had very low germination. Extremely disappointed.""""","seeds"
"934","Sprinkler System","Average system","water pressure could be better."""""
"935","Potassium Fertilizer","Didn't see any improvement in crop growth at all.""""","fertilizer"
"936","Wheat Seeds","The wheat seeds gave an excellent yield this season","very happy!"""""
"937","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"938","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"939","Compost Manure","Terrible quality manure","waste of money."""""
"940","Drip Tape","The drip tape leaked after one week","not worth the price."""""
"941","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"942","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"943","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"944","Paddy Seeds","Paddy seeds had very low germination. Extremely disappointed.""""","seeds"
"945","Organic Pesticide","Fantastic product! My farm is completely pest free now.""""","pesticide"
"946","Sprinkler System","Average system","water pressure could be better."""""
"947","Sprinkler System","Average system","water pressure could be better."""""
"948","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"949","Neem Oil Spray","Superb organic solution","completely eliminated pests without chemicals!"""""
"950","Paddy Seeds","Paddy seeds had very low germination. Extremely disappointed.""""","seeds"
"951","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"952","Sprinkler System","Average system","water pressure could be better."""""
"953","Sprinkler System","Average system","water pressure could be better."""""
"954","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"955","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"956","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"957","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"958","Sprinkler System","Average system","water pressure could be better."""""
"959","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"960","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"961","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"962","Soil Testing Kit","Good quality kit","easy to use and accurate results."""""
"963","Sprinkler System","Average system","water pressure could be better."""""
"964","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"965","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"966","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"967","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"968","Drip Tape","The drip tape leaked after one week","not worth the price."""""
"969","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"970","Sprinkler System","Average system","water pressure could be better."""""
"971","Soil Testing Kit","Good quality kit","easy to use and accurate results."""""
"972","Sprinkler System","Average system","water pressure could be better."""""
"973","Sprinkler System","Average system","water pressure could be better."""""
"974","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"975","Sprinkler System","Average system","water pressure could be better."""""
"976","Sprinkler System","Average system","water pressure could be better."""""
"977","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"978","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"979","Crop Protection Net","Excellent protection from birds! Highly recommend to every farmer.""""","other"
"980","Soil Testing Kit","Good quality kit","easy to use and accurate results."""""
"981","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"982","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"983","Soil Testing Kit","Good quality kit","easy to use and accurate results."""""
"984","Fertilizer NPK","The fertilizer completely burned my crops","total loss."""""
"985","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"986","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"987","Sprinkler System","Average system","water pressure could be better."""""
"988","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"989","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"990","Vegetable Seeds Mix","Great variety of seeds","all germinated well and grew strong!"""""
"991","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"992","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"993","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"994","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"995","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"996","Tomato Seeds","Best tomato seeds I have ever used","great germination rate!"""""
"997","Potassium Fertilizer","Didn't see any improvement in crop growth at all.""""","fertilizer"
"998","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"999","Drip Tape","The drip tape leaked after one week","not worth the price."""""
"1000","Soil Testing Kit","Good quality kit","easy to use and accurate results."""""
"1001","Sprinkler System","Average system","water pressure could be better."""""
"1002","Hybrid Rice Seeds","The rice seeds did not germinate properly","very disappointed."""""
"1003","Hybrid Rice Seeds","The rice seeds did not germinate properly","very disappointed."""""
"1004","Sprinkler System","Average system","water pressure could be better."""""
"1005","Sprinkler System","Average system","water pressure could be better."""""
"1006","Potassium Fertilizer","Didn't see any improvement in crop growth at all.""""","fertilizer"
"1007","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1008","Fertilizer NPK","The fertilizer completely burned my crops","total loss."""""
"1009","Sprinkler System","Average system","water pressure could be better."""""
"1010","Sprinkler System","Average system","water pressure could be better."""""
"1011","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1012","Greenhouse Net","Perfect greenhouse net","excellent build quality and easy to install."""""
"1013","Neem Oil Spray","Superb organic solution","completely eliminated pests without chemicals!"""""
"1014","Sprinkler System","Average system","water pressure could be better."""""
"1015","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1016","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1017","Compost Manure","Terrible quality manure","waste of money."""""
"1018","Compost Manure","Terrible quality manure","waste of money."""""
"1019","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1020","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1021","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"1022","Hybrid Rice Seeds","The rice seeds did not germinate properly","very disappointed."""""
"1023","Sprinkler System","Average system","water pressure could be better."""""
"1024","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1025","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1026","Compost Manure","Terrible quality manure","waste of money."""""
"1027","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1028","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1029","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1030","Sprinkler System","Average system","water pressure could be better."""""
"1031","Sprinkler System","Average system","water pressure could be better."""""
"1032","Sprinkler System","Average system","water pressure could be better."""""
"1033","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1034","Potassium Fertilizer","Didn't see any improvement in crop growth at all.""""","fertilizer"
"1035","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1036","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1037","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"1038","Sprinkler System","Average system","water pressure could be better."""""
"1039","Sprinkler System","Average system","water pressure could be better."""""
"1040","Hybrid Rice Seeds","The rice seeds did not germinate properly","very disappointed."""""
"1041","Sprinkler System","Average system","water pressure could be better."""""
"1042","Hybrid Rice Seeds","The rice seeds did not germinate properly","very disappointed."""""
"1043","Paddy Seeds","Paddy seeds had very low germination. Extremely disappointed.""""","seeds"
"1044","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1045","Vegetable Seeds Mix","Great variety of seeds","all germinated well and grew strong!"""""
"1046","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1047","Sprinkler System","Average system","water pressure could be better."""""
"1048","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1049","Sprinkler System","Average system","water pressure could be better."""""
"1050","Sprinkler System","Average system","water pressure could be better."""""
"1051","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1052","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1053","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1054","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1055","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1056","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1057","Vegetable Seeds Mix","Great variety of seeds","all germinated well and grew strong!"""""
"1058","Drip Tape","The drip tape leaked after one week","not worth the price."""""
"1059","Fertilizer NPK","The fertilizer completely burned my crops","total loss."""""
"1060","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1061","Drip Tape","The drip tape leaked after one week","not worth the price."""""
"1062","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1063","Potassium Fertilizer","Didn't see any improvement in crop growth at all.""""","fertilizer"
"1064","Compost Manure","Terrible quality manure","waste of money."""""
"1065","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1066","Sprinkler System","Average system","water pressure could be better."""""
"1067","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1068","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1069","Sprinkler System","Average system","water pressure could be better."""""
"1070","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1071","Hybrid Rice Seeds","The rice seeds did not germinate properly","very disappointed."""""
"1072","Compost Manure","Terrible quality manure","waste of money."""""
"1073","Fertilizer NPK","The fertilizer completely burned my crops","total loss."""""
"1074","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1075","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1076","Sprinkler System","Average system","water pressure could be better."""""
"1077","Wheat Seeds","The wheat seeds gave an excellent yield this season","very happy!"""""
"1078","Drip Tape","The drip tape leaked after one week","not worth the price."""""
"1079","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1080","Fertilizer NPK","The fertilizer completely burned my crops","total loss."""""
"1081","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1082","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1083","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1084","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1085","Neem Oil Spray","Superb organic solution","completely eliminated pests without chemicals!"""""
"1086","Sprinkler System","Average system","water pressure could be better."""""
"1087","Compost Manure","Terrible quality manure","waste of money."""""
"1088","Organic Pesticide","Fantastic product! My farm is completely pest free now.""""","pesticide"
"1089","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1090","Compost Manure","Terrible quality manure","waste of money."""""
"1091","Sprinkler System","Average system","water pressure could be better."""""
"1092","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1093","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1094","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1095","Compost Manure","Terrible quality manure","waste of money."""""
"1096","Wheat Seeds","The wheat seeds gave an excellent yield this season","very happy!"""""
"1097","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1098","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1099","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1100","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1101","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1102","Potassium Fertilizer","Didn't see any improvement in crop growth at all.""""","fertilizer"
"1103","Sprinkler System","Average system","water pressure could be better."""""
"1104","Fertilizer NPK","The fertilizer completely burned my crops","total loss."""""
"1105","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1106","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1107","Sprinkler System","Average system","water pressure could be better."""""
"1108","Potassium Fertilizer","Didn't see any improvement in crop growth at all.""""","fertilizer"
"1109","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1110","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1111","Fertilizer NPK","The fertilizer completely burned my crops","total loss."""""
"1112","Sprinkler System","Average system","water pressure could be better."""""
"1113","Sprinkler System","Average system","water pressure could be better."""""
"1114","Organic Pesticide","Fantastic product! My farm is completely pest free now.""""","pesticide"
"1115","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1116","Fertilizer NPK","The fertilizer completely burned my crops","total loss."""""
"1117","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1118","Sprinkler System","Average system","water pressure could be better."""""
"1119","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1120","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1121","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1122","Sprinkler System","Average system","water pressure could be better."""""
"1123","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1124","Fertilizer NPK","The fertilizer completely burned my crops","total loss."""""
"1125","Neem Oil Spray","Superb organic solution","completely eliminated pests without chemicals!"""""
"1126","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1127","Compost Manure","Terrible quality manure","waste of money."""""
"1128","Hybrid Rice Seeds","The rice seeds did not germinate properly","very disappointed."""""
"1129","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1130","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1131","Potassium Fertilizer","Didn't see any improvement in crop growth at all.""""","fertilizer"
"1132","Sprinkler System","Average system","water pressure could be better."""""
"1133","Drip Tape","The drip tape leaked after one week","not worth the price."""""
"1134","Drip Tape","The drip tape leaked after one week","not worth the price."""""
"1135","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1136","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1137","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1138","Sprinkler System","Average system","water pressure could be better."""""
"1139","Soil Testing Kit","Good quality kit","easy to use and accurate results."""""
"1140","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1141","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1142","Potassium Fertilizer","Didn't see any improvement in crop growth at all.""""","fertilizer"
"1143","Sprinkler System","Average system","water pressure could be better."""""
"1144","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1145","Organic Pesticide","Fantastic product! My farm is completely pest free now.""""","pesticide"
"1146","Drip Tape","The drip tape leaked after one week","not worth the price."""""
"1147","Sprinkler System","Average system","water pressure could be better."""""
"1148","Sprinkler System","Average system","water pressure could be better."""""
"1149","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1150","Sprinkler System","Average system","water pressure could be better."""""
"1151","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1152","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1153","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1154","Sprinkler System","Average system","water pressure could be better."""""
"1155","Sprinkler System","Average system","water pressure could be better."""""
"1156","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1157","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1158","Neem Oil Spray","Superb organic solution","completely eliminated pests without chemicals!"""""
"1159","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1160","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1161","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1162","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1163","Hybrid Rice Seeds","The rice seeds did not germinate properly","very disappointed."""""
"1164","Vegetable Seeds Mix","Great variety of seeds","all germinated well and grew strong!"""""
"1165","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1166","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1167","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1168","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1169","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1170","Hybrid Rice Seeds","The rice seeds did not germinate properly","very disappointed."""""
"1171","Paddy Seeds","Paddy seeds had very low germination. Extremely disappointed.""""","seeds"
"1172","Paddy Seeds","Paddy seeds had very low germination. Extremely disappointed.""""","seeds"
"1173","Sprinkler System","Average system","water pressure could be better."""""
"1174","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1175","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1176","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1177","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1178","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1179","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1180","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1181","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1182","Wheat Seeds","The wheat seeds gave an excellent yield this season","very happy!"""""
"1183","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1184","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1185","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1186","Sprinkler System","Average system","water pressure could be better."""""
"1187","Wheat Seeds","The wheat seeds gave an excellent yield this season","very happy!"""""
"1188","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
